source_id	source_locator	source_form	word_count	license_id	selection_status	candidate_level	candidate_domain	note
S6	MADOran_Sentences.tsv:Sentno=344	بستة و ستين كشفة كانو خايفين ما نعيش سماوني بيبي ميراكل مي الحمد الله عشت سي با تو باش يسموني ناضت الحرب ماما بغات اسم شهرزاد هي و جدتي ناضلهم جدي كيفاش هادي شهرزاد هادا قاع ماشي اسم و منا و ملهيه ه	43	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=345	و بابا الله يرحمه غير يتفرج المخلوق كي شاف الدعوة تخلطت قالهم نسموها أميرة ايا الحمد لله قبلو و قاع عجبهم	21	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=346	راح بابا لاميري علاش ماشي كي تسقسيه لي تكتب في بلاصت أميرة قالها أمينة سما إسمي جا شكلة ه بون هي مكاتيب يقولك نكونو مسميين ف السما عند ربي	29	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=347	حمد لله كبرت الحمد لله و قريت ديت السيزيام ب تمنطاهش قريب تساطاعش و البيام ب خمسكاعش و الباك ب تناعش الحمد لله و لافاك ضربت فيها خمس سنين و سوتنيت و جبت ماستير شيمي ب سباطاعش و كيما قتلكم دروك راه في عمري قريب ست	46	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=348	وعشرين عام خاصني خدمة و ولد الحلال ه ايوا خوتي هادي هي قصتي .	14	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=351	طريقة وحيدة لي تخليه يفهم و يشم و يحس بالشي لي راه فيه هي تبعديه على بلاصة هاذي وتديه با اقزومبل وين يبيعو ورد كي يرجع وين يبيع سردينا غادي يقول شا هادي ريحة لي كنت فيها ! ! أو كيفاش كنت عايش هنا ! ! .	47	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=352	نفس شي كي تكون عايش و لا عايشة ختي كريمة حياتك بطولها و عرضها في حرام و صحابك و لا صحباتك ماشي من نوع لي يفطنوك بمعنى مشي صحبة مليحة و صالحة هكا ما غاديش تحسوا بلي كاين مشكل	39	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=353	و ما غاديش تعرفوا مرورة معصية و صحبة مش مليحة غير كي تذوق و لا تدوقي حلاوة طاعة و صحبة صالحة غادي تقولوا كيفاش كنت عايشة هاك .	28	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=354	خطرة جدي ربي يرحمه و يوسع عليه مدلي 10 دج و انا كنت صغيرة ماما قاتلي هاتي انا ندسهوملك و انا مبغيتش حطيتها في فمي راحتلي هديك الف فرنك في قرجومتي وجهي زراق جيت نروح عند ماما خفت منها تضربني	39	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=355	من بعد روحت عند بابا حتى سمعتني ماما نطلع فروح عرفتني بلي سرطتها من بعد حطت يدها في قرجومتي و جبدتها حمد لله سلكت بشعرة علابيها واحد دايمن ليق يعس بزوز باسكو ميعرفوش شعال من بز مات هاك مسكين	39	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=356	واحد دايمن يعس و يحرزهم من اس حاجا .	9	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=358	كنت مع ختي و عطاتني مفتاح تاع الدار قاتلي ريحي فالدار بصح انا خليتهاو خرجت و خرجنا برا نلعبو حتى طاحلي مفتاح	22	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=359	لحق مغرب و جات ماما و انا خايفة ميتة بالخوف قاتلي وين راه مفتاح قلتلها طاحلي و معرفتش وين	19	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=360	و بدات تزقي برا و حطتلي سعدي في يدي و بهدلتني برا و قاتلي كيفاش انا نقولك شدي بنتك غي نقضي صوالحي و نجي رحتي خرجتي انا قتلك خرجي ا هدري بركي ما دمعي فدوك عينين دروك نتي متساعفيش و منا و ملهيه	43	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=361	من بعدا ايماجيني شا صرا قاتلي دروك تحوسي عليه و انا رحت نحوس عليه هيا جابت حديدة صغيرة و قعدت دير كيما خيان لي يحلو بيبان حتى نتحل و انا فرحت كي جيت داخلة	34	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=362	قاتلي برا حتى تلقي مفتاح باش تدخلي و انا قعدت قدام باب نبكي و بابا كان بيرمانونص كي جا ملخدمة 10 تاع ليل لقاني راقدة تحت دروج كي طلع لدار حكاتله ماما لحكايا الي صرا و بدا يضحك حسيت روحي مشي بنادم المهم حتى غدوة صباح لقاه عساس تاع كازيرنا و فاتت على خير ه .	56	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=364	جبتلكم حريرة بطريقة وهرانية و لحم غلمي و قو بزاف شباب كيما تع عراس تنجمو تقولو كيما تع عراس تكلوها و متشبعوهاش خواتتي نخليكم مع وصفة وكيفاش نخدموها على بركة الله	31	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=365	نبدو بسم الله ديركت فحريرة تعنا لولا نديروا زيت 3 مغارف تع ماكلة زيت حنا عندي مورصو لحم انا خيرت ليوم لحم تع غلمي بصح تقدو ديروا تع دجاج كل وحدة و طاقة تعها	34	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=368	هنا خيرت راس تحتاني وديت شوية من سيقان هنا عندي حبة بطاطا صغيرة لي عندها كابوية خضرة ديرها و عندي حبة تع لفت كاين لي تقول نقد منديرش لفت و انا نقولك ختي حبة هنا متأترش على بنة قواية و لا متحسبيش قاع راكي دايرة لفت مهم فايدة تاعه .	50	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=372	هنا كاين لي تقول بلي كترتي بزاف فحريرة ليزبيس شارم تع حريرة تاكلوها معطرة و بنة بليزبيس نزيدو 2 رشات زعفران نزيد شويا تع ملح درت لولا و نزيد ربع مغرف و ادا خصني نزيد و ندوق و نديرو كروية نص مغرف و من بعد نزيد خاطرش هي دوا تع حريرة	51	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=374	غي باش مينحرقش نقعدو نقلبو فيها و ربطة تع قسبر تحطيها مع خضرة انا كي نشري ربطة كبيرة تكون مليحة نقسمها على زوج واحدة نحطها لولا طيب مع خضرا و زوجة نحطها مع تالي كي نطحن و نكمل نحطها باش تتلق بنة	42	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=382	كيما قتلك حساب فنجان غير صغير تع قهوة و حركي و شوفي باسكو كي غادي طيب تزيد تنتفخ نحتوها فوق نارو نروحو نديرو درسة تاعنا باش نكملو حريرة فدرسة ندو ربطة صغيرة شوبة عروش تع قسبر نزيدو معاها 3 صنيفات توم منقيين نقطعهم مع هدا قسبر و نزيدو جامبو تع دجاج كيما تبغي تبغي ديريه ديره مشي مشروط	58	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=383	قاع درتي غلمي تقدي ديريه معاه يمد قو شباب انا منديرهش بصح كاين لي يبغي يديره .	17	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=384	نديرو شوية كروية ومغرف تع قهوة ايبيس تاع حريرة تنباع واجدة عند عشاب و لا لي يقوله راس حانوت تع حريرة و في تالي مغرف طماطيس كوسنتري و زوج كيسان ماء على حساب مرقة لي خاصتكم .	37	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=385	نخلطو كلشي في رحبا و نمكسيهم قاع في رحبا . حريرة لي راه فوف نار هادية تبدى تغلي نحطو لحم تاعنا طايب و نجيبو ديك درسة نخلطو مليح ديك درسة و نكبوها فحريرة	33	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=387	حنا هاكا نديروها مقومة و تشد وقت بصح تخرج غاية حنا فرمضان هي صح تجي هي و بوراك بكفتة و لا دجاج و سلاطة و خطراتش فلفلة مقلية تشكشوكة خطراتش نديرو كيش غراتان خطراتش طاجين بزيتون حلو طابلة مخملة فرمضان و براكة تنزل	43	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=390	كي تفوروخري قدرة و قبضي مقلة ديري شوية زيت و فرغيها فيها و ديري شويا كمون و كروية قبضي قارفو و قعدي مرسي وحد 10 دقايق و طفي و غطيها ببلاع و شهية طيبة .	35	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=393	و طيبي غرفية تع روز غايا روز بشوية ملح صفيه و ديري فيه شوية معدنوس و قسبر وحرور و شوية كمون و شوية تع فلفلة حمرة و فتيتة زعفران قاع فتيتة فتيتة و ثلات صنيفات توم مرابيين و تخلطيهم قاع مع بعض	42	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=395	كيلي راكي تخيطي فيها باش متخرجش لافاخص قضبي كيكوطة و رابي حبة بصل و خمس سنيفات تع ثوم يترابو مع بعض و ديري زوج مغارف ماكلة زيت و قليهم و زيدي معاهم تلت حبات طماطيس مرابيين و قليهم قاع	39	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=401	طلعنا فصباح باش يقدنا وقت ايا كي كنا طريق نتمشو حتا شفنا قدام سيغكيلاسيون كحلة و لواطا بزاف حابسين ثقلنا كي حبسنا لقينا اكسيدون لوطو مع كاميون مكرفسة و بنيادم مقيسة و دمومات الله لا يشوفك .	37	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=403	كي وصلنا للبحر كان مهلك شويا مي حال كان غايا . سطاسيونينا فبارك غلو فيه كان لولا غي 50 دج و	21	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=409	و ابري جعنا خرجنا شربنا لاتاي و فطيرة و قاطو لعبنا لي غاكيت و ابري درنا بارتيا تع دومينو نسا ملهيه تلايمو و يحكو بزوز يلعبو برملة فات نهار شباب مترتق و جينا موليين	34	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=410	قاع فليل تاني بموسيقى وزهو تصفاق درنا حالة قاع طريق بغات خلود صغيورة لاكريم حبسنا كملناها بلاكريم خطاش حنا شبعانين	20	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=412	مين واحد يبغي يستبيت و ينوي شيرة فحلال . يروح يخطب شيرة من عند مليها يدي معاه غشيه و يدوا تارتا و بوكي تع فلوغ و خاتم كلمة و كاين لي يدي معاه كورباي تع شوكولا و حلوى و يروحوا	40	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=413	كي تعجبهم يكملو عليها و يتفهموا على شروط كيما دراهم و حدايد و من بعد يحدوا نهار لي يديروا فاتحة .	21	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=414	و كي يجي داك نهار قبل فاتحة مت عريس تديلهم كباش و خضرا فاكية و قاع شا خاصهم باش يطيبوا و تدي معاها طبق لعروسة يكون فيه اما كاركو و لا قسنطينية بلوزة وهرانية و منصورية و لا قفطان كل واحد على حساب طاقته و كل لبسة بصباطها و صاكها و معاهم جلابة و برنوس مي برسك قاع يديرو برنوس	60	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=415	و شنقلى تاني لبسة تحتانية كيما كوبينزويات كيلوطات بيجامات . حزامة . و طبق وخداخور معمر بمكياج و ريحة شامبوان و صابون .	23	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=416	و سني فيه قالب سكر و زوج كيسان و شمع و حنة و حليب و قطنة و طبسي فيه تمر . و سنياوات تاع قاطو . و كي يجي نهار فاتحة تدي قاع صوالح لي وجدتهم معاها لصالا .	39	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=417	و تدي معاها نسا لي معروضين يكونو جوارين حباب و فاميليا و بو عريس يدي رجالا لي عرضهم باش يحضروا للفاتحة خاطرش هوما لي يفتحو و يكون معاهم امام و شهود باش يفتح و عروسة تاني يكونو عارضين غاشي توعها .	41	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=418	نبدوا بفاتحة و يفتحوا عليها و من بعد ناس تزغرت يوكلوا رجال و يشوروا و من بعد نسا يقعدوا ويفطروهم تاني و كي نكملو يبدا زهو و ركس على ددجي وكل خطرة نشوفوا عروسة جاية بتبديلة مع راجلها حداها مقودها و ناس زغرت و زاهين حتى عشية	47	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=420	و من بعد عريس يحدد لادت تع عرس تاعه باسكو فاتحة عندنا تكون لشيرة و عاد ابري عرس .	19	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=421	و كيما يقولو عرس ليلة تدبيرته عام غير يصدق و لا كيما يقولو في الصيف قاطو والمشتة بوقاطو . و كيما يقولو عرس ساهل دبحلها جدي و عيطلها لتجي . صح فلعشرة لي مور عريس .	36	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=422	خطرة كنت مسافر و كي وليت من فوياج لقيت بنت جارتنا كنت نبغيها زوجها بوها تاع بسيف عليها و هي دست عليا باسكو خافت من بوها يا خوتي دخلت لدارنا شفت ما ماشي نورمال قتلها مالكي قاتلي يا ولدي حبيبتك زوجوها و نقيس كابة من سدي و نخرج نجري عند بوها	51	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=423	قالي مديتها و تبقا غير نتا ما تدهاش	8	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=424	و تخرج هي من صالون تبكي قاتلي نذير سلكني ونيكي و دم خارج من نيفها و لحمها زرقة بالضرب و نحكم بوها ردخته بالضرب و حكمتها من يدها و خرجتها ديتها لدارنا قتلها قعدي هنا مع ما دوك نولي حطي كيتمان في ودنيك و سمعي لغنا باش متسمعش الضرب	49	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=425	و قفلت الباب عليهم و خرجت لقيت خطيبها زدم هو وصحابو للحومة و نرفد بالا و ندخل بيناتهم طيحت منهم اتناعش نواحد تالي غدرني في ظهري تشجعت و نوضت ليهم ميزامي قتلهم لا لا مشي هكا ارواحو نديروحاجة شابة و نحكمهم بالضرب هربو قاع	44	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=426	حكمت لي خطبها قالي نتا رجلة عليا نتا لي تستاهلها تع صح انا قاع لاتاي تاعي و قوي بصح نتا حبك كبير و تستاهل حبها ربي يكملك و كي شغل فيلم هندي ضرا دروك ه و الي يعرف كاش مخرج هندي يجيبهلنا راه كاين فيلم واجد يضحكو عباد ربي ه .	51	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=427	كنت مريحة مع جماعة و جبدو على بولتيك مين جزايريين ناضو على قبايل و على علام بلي حنا منستعرفوش بهداك علام تاعهم ليبريسونتي زواوا	24	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=428	و مكانش هادي قبايلي و عربي قاع جزايريين و ترفدنا لرض واحد و ناضت قبايلية تهدر و تقول بركو من تكونو راسيست و جهالا 20 سنة راقدين و عاجبكم ذل و كي بداو يفتو خلاو فقر و ميزيرية و نيفو با في قاع مجالات متعليم لصحة لسياحة لتجارة كلشي مخرود و دروك جاو يفتو على علام و معلبليش شاه .	60	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=429	ابسط الامور جاهل ميهدرش و من مفروض يتقف روحه و يفرق بين علام و راية هوية و ابري يقد يهدر و يناقش صحا باغي نسقسيكم كي ترفدو علام فلسطين تابع لجزاير ! ! ! !	35	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=430	جهل هو الي خلانا توالا و لوكان يجيبو يجي واحد مخ باش يجي يحكم جزاير نبقاو هكا توالا و اخر عباد	21	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=431	و تلقى دكتور و فاهم يقولك علم فلسطين حاجة وخدوخرا و ليق يترفع و راية تع هوية أمازيغية لا ديجا هوما جزء لا يتجزأ من جزاير	26	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=432	انا قتلها بانتلي مكانش فرق قبالي و لا عربي و لا ترقي تع صحرا قاع كتلة وحدة قاع مكتوبين جزاييرين فلكواعط تواعك كاتبين جزايري مشي مفرقين أيا صايي هادو غير لي عقولهم خاوية يحوسو ينوضو تفرقة .	37	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=433	هدي غير جهوية و راسيست و قاع خاوة خاوة أيا نطقت و قاتلي واه عندك صح يحقو قبل مطالب لي ناض عليها شعب و منبعد يلهو بصوالح تفوت فهامتهم يا جاهلين لي ميفهمو حبة .	35	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=434	قالو ناس بكري مطرق ملفوف فوق ظهر حلوف واحد ياكل و لاخر يشوف زعما ناس ولات تاكل لحرام و قليل يشوف و ميلقاش شا ياكل .	26	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=435	واه يا وهران واه	4	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=436	كنتي الساقية وفيك الما وبين لجبال ويشربوا فيك الفرسان	9	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=437	وليتي قلتة فيك الحلحال وعايشين فيك الفيران	7	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=438	عيش يا براك في بلاد الحيوان	6	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=439	قندورة و شاش و تربيعة تع فراش و ندور بيه لعراش و نحفظوه 60 حزب بركعة و شمعة و اللي كيما انا ميقراش يقضب كيما انا يدور وليداته و جيران و يجيبلهم حكم .	34	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=440	اسمع وجهك نقيه ما دري واش تلاقي بيه الي فاتك بزين فوته بتبسيمة و اللي فاتك بلبسة فوته بنظافة و اللي فات بعلم فوته بظرافة و اللي فاتك بمال فوته بقناعة	31	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=441	هداك خلص مليون بات راقد و انا خالص ملايير ها بنات منزدوش ها ولاد مارحوش ها تريسنتي مخلصتوهش	18	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=442	سيدنا رمضان قرب ها مصروف قليل عليا ها كبش عيد لحق معنديش ضحية اي خلات عليا باسكو مكانش قناعة ولد اصلي ما يجي مشحاح و شجرة دفلة ما تجيبش تفاح .	31	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=443	دير روحك مهبول تشبع كسور	5	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=444	ماشي كل اللي يلمع ذهب و ماشي كل خضر حشيش	10	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=445	كبرت النمالة ولات تحوس في الزبالة ( حاشاكم )	9	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=446	الواد ماديه وهو يقول ماحلى البرودة	6	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=447	قهوة وقارو خير من السلطان في دارو	7	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=448	مهما كبرت العين الحاجب ديما فوقها	6	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=449	جيب ولدك مليح لي والا يبوسو	6	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=450	يتعلم الحجامة في راس اليتامة	5	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=451	القط يعلم بوه ينط	4	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=452	ولد الفار يطلع حفار	4	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=453	ادا شفت الطويل يجري اعرف او القصير ديما وراه	9	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=454	حشيشة طالبة المعيشة	3	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=455	سكران ويعرف باب دارو	4	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=456	كبرت القطة ولبست كرافاطا	4	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=457	ماخاص العمشة غير الكحل وماخاص القرد غير الورد	8	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=458	الحمار عطاوه القرنفل يشمو كلاه	5	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=459	ما خص الفرطاس غير حكان الراس	6	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=460	العود اللي تحقرو يعورك	4	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=461	كسكسلو يرجع لأصلو	3	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=462	اللي حي قسمو	3	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=463	الي فاتو الحديث يقول سمعت و الي فاتو الطعام يقول شبعت	11	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=464	الي دارها بيديه يحلها بسنيه	5	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=465	الحديث معايا و المعنى على جارتي ( ناس الوسط يقولوها بزاف )	12	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=466	البكى عند راس الميت ( هذي يقولوها سيرتو في الشرق )	11	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=467	الي يبغي الشباح ما يقول آح ( توجور ناس دزاير )	11	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=468	انا نحفرلو في قبر امو و هو هاربلي بالفاس ( في الشرق )	13	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
