Sentno	Sentence	WordCount
272	انا و الله منزعف باسكو كاين ممثلين مراهمش يخدموا و ممثلين فاشلين حنا صحابنا نعرفوهم ما راهمش يخدموا قاع و الله منزعف عليهم	23
273	معليش غيرة و شعال من حاجة بصح كاين وحدين يلعبوها نقاد كيما واحد مثلا يسموه سليم اغا هدر انا و الله ما نشوفه هو اللي كتب لصحافة الالكترونية هادي باسكو هو اللي يكتب فدوك مواقع تع نهار دونك سليم أغا شعب جزايري ما يعرفهش .	45
274	هو كان باغي يعرفوه بس واحد ميعرفه كرطون و ميعرفهش شوف كاين فشل منبعد كاين وحد 6000 و 10000 كلم تحت من بعد يجي هو دونك هادو ناس نشفق عليهم	30
275	دونك هاد مسلسل ولاد حلال مسلسل حمد لله تعبنا عليه بزاف صافي 6 موا رانا نخدموا فيه .	18
276	حنا مجاتش غير هكا مزية و لا 6 مو و حنا نخدموا قريب 16 ساعة فنهار سي با غيان في سيناريو	21
277	خدمنا بزاف و عيينا و في تورناج تاني عيينا و تعبنا رانا نصوروا فنهارو فليل حتى يوم كملنا حتى 7 تع صباح خدمنا قاع لانوي بلونش	26
278	و حمد الله نجاح رانا نشوفو فيه فشارع في مدينة وهران	11
279	و هادو ناس الي راهم يهدروا و يقولو لا وهران و قاع هادو ناس باغيين تفرقة باغينا نتفركتوا قناة نهار معروفة بمشروع تاعها تحوس تفركت بكل طرق	27
280	وهران مدينة جزاى ءرية كيما تصور فوهران قادر تصور في بجاية في شلف كيما قادر تصور في قسنطينة بلعباس	18
281	مناش فهدا مستوى دونك هاد مسلسل لقا نجاح باسكو فيه صدق كبير و فيه تعب كبير و هدرناش بفيلتر حنا منهدروش بلفيتر	22
282	خطاش فنان لازم يكون صادق مع مجتمع تاعه دونك ميرسي حنا رنا كل يوم غدوة مام يوم فليل غادي نكونو في بلاصدارم نتمنى من بيبليك تاعنا ردوا هادو اللي راهم يهدروا باسم وهران	33
283	نتوما تاني قال انا راني نتفرج في ولاد حلال زكارة في قناة نهار يغمو اوفندوكونت باسكو هادو تصرفات ميقدرش يديرها مواطن نزيه يديرها غير مواطن اللي ذرة تاعه ذرة تع واحد حركي	32
284	متقدتش تكون و انا منخدمش معاكم يا قناة نهار و الله عظيم لوكان نموت بشر هدرتوا معيا و رسلتولي مع جماعتكم و قتولي أرواح معليش و هاد هدرة نروح نقولها فقناة تاعنا ارواح تقد تنتقدنا فقناة تاعنا أنا منفوتش فقناة تاعكم	41
285	و ليباج اللي كانو يسبوني من قبل بلي ديت 135 مليار و كنت ضد حراك هوما نفسهم صفحات راهم يهاجموا فولاد حلال	22
286	باسكو ولاد حلال مشروع ناجح بفضل الجميع و فيه كوكبة من ممثلين راى عين ممثلين توب و هاربين نيفو طالع	19
287	كاين مخرج خدم مع ممثلين بزاف و يعطيه الصحة و كاين شركة انتاج امنت بمشروع دونك مشروع ناجح	18
288	حنا غادي فليل نكونوا أنا و صحابي نكونو فوهران نكونو في بلسدارم بدات مور طراويح رانا نروحو نقصرو تما و قاع و اللي يبغي يجي يشوفنا مرحبا بيه	28
289	غادي نكون انا و زينو و مصطفى لعريبي و خساني و قاع ايكيب تاعنا تاني امين بابيلون غادي نكونو تما اللي يبغي يجي عندنا مرحبا بيه و اللي مراهش ضد ولاد حلال يجي يشوفنا	34
290	دونك مرسي بو صحا رمضانكم و نزيد كيما قلت هاد قناة تبغي فشل و متبغيش نجاح	16
291	هادي تنتعد من قنوات أعداء نجاح و نظام فاشل ميسوقش للنجاح دونك بارك الله فيكم و تصومو بصحة و ها انشاء الله .	23
292	وي هواري سمحلي على روطار .	6
293	متتقلقيش مكانش مشكل .	4
294	حلاب .	2
295	صحيت .	2
296	خلي انا نخلص	3
297	اوه صحيت	2
298	فوت وقت شباب معاك و مدابيا نعاودو نتلاقوا .	9
299	أنا تاني . نعيطلك ياك ايا باي باي	8
300	ايا كيفاش فاتت	3
301	بزاف حنين بزاف ناس ملاح مي مشكيتش نعاودو نتشاوفوا	9
302	صفا 45 دقيقة تع روطار بديت نتقلق .	8
303	شولا كنت نهدر معا صاحبي	5
304	وي صاحبي ايا نروحو ناكلو اني ميت بجوع . وي منسيتكش نتلاقو عند هداك قنت على زوج	17
305	وي يا ودي هداصاحبك مهبول متسمعلهش . غير خلصي مجبتش دراهم معايا .	13
306	لا خويا اني معاك فتليفون ما راني ندير والو	9
307	راني ناكل بعين . سهيلة متزعفيش راني نقصر معاه صاحبي برك . بون اني رايح اوك . سلام .	19
308	ايا كي فاتت ?	4
309	غامض , رجلة , ميحلبش . لقيت راجل حياتي .	10
310	يا عمري هاد عام تاعك . تستاهلي	7
311	عرفت واحد بزاف شباب في انستاغرام . شاولا حاجا وحدة دايمن يهدر فتليفون مع صاحبه ايا تفكرت لي كانت معاه تاني يهدر فتليفون هادي هي حالة لي يخلط خليت الي يبغيها و يتهلا فيها و راحت تجري مور اللي مدايهاش فيها	41
312	شعال بكات كي شافته مع وخدوخرا و تمنت لوكان قعدت مع لاول غرها فاني و ماتريال سبو رسا ابري تو الحب هو الاهتمام احترام و الحب و اكثرحاجة احترام	29
313	و نوصي مديروش كيفي و كونو مع واحد اللي يسبق لي يبغيها قبله هو و نشاء لله ديتو عبرة .	20
314	يا ما . شاخصك يا ولدي .	7
315	راني باغي نتزوج . لا حمبوك لا . بصح علاه . صحا نزوجك بنت خالتك . منتزوجهاش . بنت خالتي تتشبه لجيلالي شوفيلي واحدة تكون شابة .	27
316	يا ولدي غادي نخطبلك وحدة شابة بزاف . ايا تروح معايا نخطبلك . أيا نروحو .	16
317	سلام عليكم . وعليكم سلام .	6
318	جيناكم بالحسب و النسب باه نخطبو بنتكم بصح كاين شروط و شوالا هادو شروط .	15
319	مهر تاعها 50 مليون و تعطينا 20 مليون . تزيد تعطي لخوها 30 مليون خطارش مارهش خدام و زيد تشريلها 80 مليون تع ذهب و تزيد سكنة و لوطو .	30
320	بعد ساعة من شروط . يا انا زوالي و قليل معنديش مين باغي نجيب دراهم . روح و خدم و جيبلنا دراهم و لا منعطوكش بنتنا . نروح نخدم و كي نلم دراهم نتزوج بنتكم . اوك .	38
321	بعد سنتين مع خدمة . لراني جبت دراهم . ايا تعطوني نتزوج بنتكم واه رانا قابلين روح اتزوجها	18
322	ه حشينهاله اول يوم بعد زوجي و اخيرا وليتي مرتى اجمل نهار في حياتي و انا تاني راجلي ودروك روحي ديري فطور واه بصح ندوش و نجي نديره اوك .	30
323	كي خرجت قالها شكون نتا ومين جيت ? و شكون جابك ?	12
324	قاتله انا غي مرتك معرفتنيش غي مين قلعت مكياج قال حشاوهلي ولاد حرام مدولي جيلالي ب 250 مليون الله لا تربحهم روحي خرجي عليا .	25
325	فرق بين قاورية و جزايرية . قاورية كي تجي تولد يدوها لسبيطار تلقا رجلها شادها من يدها و هي تقوله جاك جوفي موغيغ . جو بو با	27
326	و هو يقولها تنفسي غسبيغ بيان بيبي تو فا بيان و عي تقوله اومون ديو . جاك راني مدرارة لي دولوغ بزاف	22
327	و هو يقولها نو مون بيبي تو فا بيان راني معاك افيك توا توجوغ .	15
328	دروك الجزاى ءرية ديجا تكون نورمال حتى طيح و تزقي عبدقا عبدقا هو يجري مسكين يرفدها في كلونديستان للسبيطار كي تلحق ينزلوها على كرعيها يمشوها كاش 400 متر باش تلحق ليغجونس و هي تعيط لربي لي خلقها	36
329	و راجلها يقولها اسكتي فاطيمة بهدلتينا و هي تضبح مسكينة و عبدقا يتبع ويسمع في دعاوي شر يا عبدقا الله لا تربحك يا عبدقا نتا سبابي يا عبدقا لوكان علبالي ما نديرهاش يا عبدقا روح الله يعطيك ضربة	38
330	كي يدخلوها باش يجبدو بيبي يلقاوها في نص لادات مازلها شهرين باش تولد نحير ه .	16
331	حكيلنا موقف صرالك فبحر . عندي صاحبي رسام يخرج عجب من يده كان يروح معانا للبحر بلا ما يدي سنتيم واحد يشور بزوج ملايين يترفح في نهار	27
332	كان يدي معاه ماركار و يتكل على ربي و كان تاتواج بشنوية شايع و هو ميعرفش حروف تع شناوة راح دبر قابسة تع لتاي فيها كتبة بشنوية	27
333	المهم لابلاج قاع تدور بتاتواج مكتوب فيه شاي اخضر صيني لول شفت كومارس كيفاش داير ه .	17
334	شوف كاين ثلاثة كاتيغوري تاع لي جان في الجزائر لول و هو لي كاين بزاف منه في وقتنا هو لي يضل راقد فالدار و مينوضش حتي 2 و لا 3 يروح يفطر	32
335	من بعد يغلبها كونيكسيون فالدار كي يجي وقت القهوه يعيط لصحابه يتلاقو فقهوه يضل يمنشر مع صحابه و يكمي نقولك ينسف حتي ميقدش	23
336	منبعد يدخل يتعشا و يعاود يخرج يشري زطلة و يبات برا يشرب و يدابز فالناس تجي 4 تاع صباح يدخل يرقد و هي كيما هاك .	26
337	صنف الزاوج هو لي ينوض صباح يبكر باش يقرى مسكين و لا يكحل و يرندف مهم تلقاه جايب وقتاه قاع في الجامعة حتي حشيا يفطر برا دي فوا كي يكون مدرهم و لا في ريسطو تاع الجامعة .	38
338	مهم كي يروح لدار يدخل جيعان متوحش لماكلا تاع دار يفطر و يتقهوا ديراكت بلا ميقارع من بعد يخرج يقصر برا مع صحابه يدورو يتقهو	25
339	مي تلقاهم يهدرو علي قراية و لي بروف و لا على شيرات لي يقرو معاهم و يحطو فلي صطوري فالانستغرام و لا سناب من بعد يدخلو يتعشو و يلصقوا فالفيسبوك حتي لل 2 يرقدو و يبكرو حياة زيروا .	39
340	كاتقوري 3 هوما صحاب دراهم يبكر صباح يلقا قهوا واجدة لوطو واجدة لاقيها طايبة ميدير والو	16
341	بصح متلقاهش مهني مسكين يضل يشرب و يسكر و يجري بلوطو تع بوه قاع نهار مغلبه و يحوس عليه و هو مغموم حاجة متعمرله قلبه يسموها دعوة شر و عياذ بالله	31
342	وينها كاتقوري فيهم انا تشوف روحك فيها . انا قاع مسييهم و مكانش كيما واحد يرفد غيسوبسبليتي و يكون راجل يضرب بذراعه و يلايم و يتكل على روحه . مشي يقابل شيرات و معنده حتى هدف فحياته و والدين ربي يخليهوملي .	42
343	أنا شيرة في عمري خمسا وعشرين عام زدت قبل الوقت ه ست شهر و نص حاشاكم ماما ما خلاتنيش ف السبيطار خاطرش خافت ما يتهلوش فيا سما خرجتني معاها للدار و كبرتني هي و جدتي الله يرحمها	37
344	بستة و ستين كشفة كانو خايفين ما نعيش سماوني بيبي ميراكل مي الحمد الله عشت سي با تو باش يسموني ناضت الحرب ماما بغات اسم شهرزاد هي و جدتي ناضلهم جدي كيفاش هادي شهرزاد هادا قاع ماشي اسم و منا و ملهيه ه	43
345	و بابا الله يرحمه غير يتفرج المخلوق كي شاف الدعوة تخلطت قالهم نسموها أميرة ايا الحمد لله قبلو و قاع عجبهم	21
346	راح بابا لاميري علاش ماشي كي تسقسيه لي تكتب في بلاصت أميرة قالها أمينة سما إسمي جا شكلة ه بون هي مكاتيب يقولك نكونو مسميين ف السما عند ربي	29
347	حمد لله كبرت الحمد لله و قريت ديت السيزيام ب تمنطاهش قريب تساطاعش و البيام ب خمسكاعش و الباك ب تناعش الحمد لله و لافاك ضربت فيها خمس سنين و سوتنيت و جبت ماستير شيمي ب سباطاعش و كيما قتلكم دروك راه في عمري قريب ست	46
348	وعشرين عام خاصني خدمة و ولد الحلال ه ايوا خوتي هادي هي قصتي .	14
349	سييتي كاش نهار تروحي وين يبيعو سردين شفتي غير توقفي عند سيد لي يبيع كيفاش تتمشى ريحة تقتل بصح بصح بعد مدة توالفها و كي تزيدي طولي ماغاديش تحسي بيها أصلا	31
350	و لو كان تروحي لعند لي يبيعو و تقوليله أعق شا هادي ريحة غادي يقولك تاعش ريحة ? شاركي تقولي ! ! مشكيتش غادي يفهمك أصلا	26
351	طريقة وحيدة لي تخليه يفهم و يشم و يحس بالشي لي راه فيه هي تبعديه على بلاصة هاذي وتديه با اقزومبل وين يبيعو ورد كي يرجع وين يبيع سردينا غادي يقول شا هادي ريحة لي كنت فيها ! ! أو كيفاش كنت عايش هنا ! ! .	47
352	نفس شي كي تكون عايش و لا عايشة ختي كريمة حياتك بطولها و عرضها في حرام و صحابك و لا صحباتك ماشي من نوع لي يفطنوك بمعنى مشي صحبة مليحة و صالحة هكا ما غاديش تحسوا بلي كاين مشكل	39
353	و ما غاديش تعرفوا مرورة معصية و صحبة مش مليحة غير كي تذوق و لا تدوقي حلاوة طاعة و صحبة صالحة غادي تقولوا كيفاش كنت عايشة هاك .	28
354	خطرة جدي ربي يرحمه و يوسع عليه مدلي 10 دج و انا كنت صغيرة ماما قاتلي هاتي انا ندسهوملك و انا مبغيتش حطيتها في فمي راحتلي هديك الف فرنك في قرجومتي وجهي زراق جيت نروح عند ماما خفت منها تضربني	39
355	من بعد روحت عند بابا حتى سمعتني ماما نطلع فروح عرفتني بلي سرطتها من بعد حطت يدها في قرجومتي و جبدتها حمد لله سلكت بشعرة علابيها واحد دايمن ليق يعس بزوز باسكو ميعرفوش شعال من بز مات هاك مسكين	39
356	واحد دايمن يعس و يحرزهم من اس حاجا .	9
357	خطرة ماما كانت رايحة لطبيب حنا كنا نسكنو في كازيرنا تاع لي جونداغم كنت صغيرة و كان عندي وحد 7 سنين هكا	22
358	كنت مع ختي و عطاتني مفتاح تاع الدار قاتلي ريحي فالدار بصح انا خليتهاو خرجت و خرجنا برا نلعبو حتى طاحلي مفتاح	22
359	لحق مغرب و جات ماما و انا خايفة ميتة بالخوف قاتلي وين راه مفتاح قلتلها طاحلي و معرفتش وين	19
360	و بدات تزقي برا و حطتلي سعدي في يدي و بهدلتني برا و قاتلي كيفاش انا نقولك شدي بنتك غي نقضي صوالحي و نجي رحتي خرجتي انا قتلك خرجي ا هدري بركي ما دمعي فدوك عينين دروك نتي متساعفيش و منا و ملهيه	43
361	من بعدا ايماجيني شا صرا قاتلي دروك تحوسي عليه و انا رحت نحوس عليه هيا جابت حديدة صغيرة و قعدت دير كيما خيان لي يحلو بيبان حتى نتحل و انا فرحت كي جيت داخلة	34
362	قاتلي برا حتى تلقي مفتاح باش تدخلي و انا قعدت قدام باب نبكي و بابا كان بيرمانونص كي جا ملخدمة 10 تاع ليل لقاني راقدة تحت دروج كي طلع لدار حكاتله ماما لحكايا الي صرا و بدا يضحك حسيت روحي مشي بنادم المهم حتى غدوة صباح لقاه عساس تاع كازيرنا و فاتت على خير ه .	56
363	سلام و عليكم ختي مرحبا بيكم معايا في وصفة جديدة ليوم نشاء الله جبتلكم طبق بزاف نبغوه قاع حنا جزايريين من شرق للغرب و من شمال لجنوب .	28
364	جبتلكم حريرة بطريقة وهرانية و لحم غلمي و قو بزاف شباب كيما تع عراس تنجمو تقولو كيما تع عراس تكلوها و متشبعوهاش خواتتي نخليكم مع وصفة وكيفاش نخدموها على بركة الله	31
365	نبدو بسم الله ديركت فحريرة تعنا لولا نديروا زيت 3 مغارف تع ماكلة زيت حنا عندي مورصو لحم انا خيرت ليوم لحم تع غلمي بصح تقدو ديروا تع دجاج كل وحدة و طاقة تعها	34
366	نحطو زوج حبات بصل متوسطين و لا حبة كبيرة . قطعتها غي هاك طراف طراف باسكو ابري غادي تنطحن و حطيت تاني معها ثوم .	25
367	ثوم درت صنيفة تكون كبيرة درت زوج حبات كروطة نقيتهم وقطعتهم مورصيات صغار طماطيس و كرافس راه سيزون تاعه و مليح بزاف طيبو بيه باسكو فيه فايدة كبيرة	28
368	هنا خيرت راس تحتاني وديت شوية من سيقان هنا عندي حبة بطاطا صغيرة لي عندها كابوية خضرة ديرها و عندي حبة تع لفت كاين لي تقول نقد منديرش لفت و انا نقولك ختي حبة هنا متأترش على بنة قواية و لا متحسبيش قاع راكي دايرة لفت مهم فايدة تاعه .	50
369	هايلة خصرة تاعنا أخواتي مننساوش نديرو شوية تع ملح و نزيدو معها مغرف تع ماكلة طماطيس كونسوتري نحطو كلشي فوق نار ينقلى و نولو .	25
370	دروك حريرة تاعي راهي تتقلى هنا لولا نعطروها نديرولها حرور نص مغرف , بابريكا تاني نص مغرف مغرف تع قهوة سكنجبير نص مغرف كركم	24
371	هنا ليزبيس هوما صح تع حريرة متقلوليش راكي تكتري و لا باسكو هادي هي حريرة تجي منكهة و متبلة بهم	20
372	هنا كاين لي تقول بلي كترتي بزاف فحريرة ليزبيس شارم تع حريرة تاكلوها معطرة و بنة بليزبيس نزيدو 2 رشات زعفران نزيد شويا تع ملح درت لولا و نزيد ربع مغرف و ادا خصني نزيد و ندوق و نديرو كروية نص مغرف و من بعد نزيد خاطرش هي دوا تع حريرة	51
373	دروك نخلطو قاع ليزبيس خفيف باش متنحرقليش كيما راكم تشوفو بدات تغلي بادت تتلقلي داك ما مع خضرة و كلشي	20
374	غي باش مينحرقش نقعدو نقلبو فيها و ربطة تع قسبر تحطيها مع خضرة انا كي نشري ربطة كبيرة تكون مليحة نقسمها على زوج واحدة نحطها لولا طيب مع خضرا و زوجة نحطها مع تالي كي نطحن و نكمل نحطها باش تتلق بنة	42
375	انا هكا ندير و نزيد شوية حشيش تع كرافس الي درناه خطرة لولا	13
376	من بعد هادو نقلعوهم غي باش يتلقو بنة دروك بالما حامي نمرق حريرة تاعي متكتريش بزاف غي باش ليزبيس مينحرقوش و تكون مرقة نخلوها تغلي	25
377	كي تسمعي هداك حس تع بلي غلات تعاودي تمرقيها حتى يتغطى لحم و خضرا عينك هي ميزانك و تخليها تطيب ساعة هكا شوفها ساعة على ساعة .	27
378	كي طيب لولا تشوفي لحم ادا طاب توخريه على جهة و تشوفي ادا طابت تفي عليها باش تميكسيها و لا تطحنيها ف رحة تاني خير	25
379	كي تطحنيها ادا خرجت تقيلة تزيدلها غير شوية ما حامي بزاف غير ادا شفتيها تقيلة	15
380	و ترمي تشيشة انا ندير يا ربي فنجان صغير .	10
381	تاع قهوة على حساب كونتيتي تع حريرة تاعك تبغيها تقيلة تكتري تبغيها خفيفة ديري غير شوية	16
382	كيما قتلك حساب فنجان غير صغير تع قهوة و حركي و شوفي باسكو كي غادي طيب تزيد تنتفخ نحتوها فوق نارو نروحو نديرو درسة تاعنا باش نكملو حريرة فدرسة ندو ربطة صغيرة شوبة عروش تع قسبر نزيدو معاها 3 صنيفات توم منقيين نقطعهم مع هدا قسبر و نزيدو جامبو تع دجاج كيما تبغي تبغي ديريه ديره مشي مشروط	58
383	قاع درتي غلمي تقدي ديريه معاه يمد قو شباب انا منديرهش بصح كاين لي يبغي يديره .	17
384	نديرو شوية كروية ومغرف تع قهوة ايبيس تاع حريرة تنباع واجدة عند عشاب و لا لي يقوله راس حانوت تع حريرة و في تالي مغرف طماطيس كوسنتري و زوج كيسان ماء على حساب مرقة لي خاصتكم .	37
385	نخلطو كلشي في رحبا و نمكسيهم قاع في رحبا . حريرة لي راه فوف نار هادية تبدى تغلي نحطو لحم تاعنا طايب و نجيبو ديك درسة نخلطو مليح ديك درسة و نكبوها فحريرة	33
386	و نخلطو كلشي و منبعد نخلو تشيشة تاعنا طيب لربع ساعة هاكا و نطفو عليها تخرج مترتقة و بنينة .	20
387	حنا هاكا نديروها مقومة و تشد وقت بصح تخرج غاية حنا فرمضان هي صح تجي هي و بوراك بكفتة و لا دجاج و سلاطة و خطراتش فلفلة مقلية تشكشوكة خطراتش نديرو كيش غراتان خطراتش طاجين بزيتون حلو طابلة مخملة فرمضان و براكة تنزل	43
388	باش ديري شرمولة تع كروطة نقي كروطة و قطعيها دوار دوار ملحيها رابي ثوم و قسبر و معدنوس في رحبا	20
389	قدبي قدرة و ديري فيها ماء و فرغي ديك كروطة بيها بصوالحها فكسكاس وخليها تفور	15
390	كي تفوروخري قدرة و قبضي مقلة ديري شوية زيت و فرغيها فيها و ديري شويا كمون و كروية قبضي قارفو و قعدي مرسي وحد 10 دقايق و طفي و غطيها ببلاع و شهية طيبة .	35
391	وفاء بغيت نسقسيك هديك كلمار بروز لي درتيها بغيت لاغوسات كي درتيلها غي بشوية باغية نديرها جات فخاطري .	19
392	واه شوفي توجدي كيلو تع كلمار تنقيه قاع من داخل و من برا و وخريه على جهة	17
393	و طيبي غرفية تع روز غايا روز بشوية ملح صفيه و ديري فيه شوية معدنوس و قسبر وحرور و شوية كمون و شوية تع فلفلة حمرة و فتيتة زعفران قاع فتيتة فتيتة و ثلات صنيفات توم مرابيين و تخلطيهم قاع مع بعض	42
394	و تقضبي كل كلمار تعمرها بلفاخص تع روز و تبلعيها بكيردون .	12
395	كيلي راكي تخيطي فيها باش متخرجش لافاخص قضبي كيكوطة و رابي حبة بصل و خمس سنيفات تع ثوم يترابو مع بعض و ديري زوج مغارف ماكلة زيت و قليهم و زيدي معاهم تلت حبات طماطيس مرابيين و قليهم قاع	39
396	و فتيتة ملح متكتريش باسكو را نا ديجا دايريين فروز و فتيتة حرور فتيتة كركب و نص عود قرفة و ورقة تع رند	23
397	وديري مغرف تع قهوة طماطيس كوسنتري و ديري زوج كيسان تع ما و خلي هاديك لاصوص طيب غايا .	19
398	متخليهاش لاصوص تنشف بزاف تخسرلك واحد عشر دقايق هادا مكان و قضبي قاع كلمار و ستفيه فلكيكوطة مع ديك لاصوص و تبلعي عليه	23
399	خليه وحد 10 دقابق حتى ربع ساعة و طفي و بصحتك بنينة بزاف فدار كي سييته مشبعوش منها و سييها و ردلي خبر صحيتي لا بلا جميل .	28
400	بوحد نهار بويكاند جمعة كان حمان بزاف حرقة ديسيدينا نروحو للبحر و نوفتو قاع نهار و نبحروا ايا وجدنا كسكروطات توعنا فريت اومليت و جي و ماء بارد و طيبنا لتاي و قاطو و فطيرة و قاليتات و قضبنا طريق .	41
401	طلعنا فصباح باش يقدنا وقت ايا كي كنا طريق نتمشو حتا شفنا قدام سيغكيلاسيون كحلة و لواطا بزاف حابسين ثقلنا كي حبسنا لقينا اكسيدون لوطو مع كاميون مكرفسة و بنيادم مقيسة و دمومات الله لا يشوفك .	37
402	كي سقسينا قالك كانو يجرو و كاميون باش يجبد دخل فلوطو تخابطو ايا جاو بومبيا رفدهوم مساكين و بعدو لوطو و كاميون باش يدوهم لافراي باش يحلو طريق و نفوتو .	31
403	كي وصلنا للبحر كان مهلك شويا مي حال كان غايا . سطاسيونينا فبارك غلو فيه كان لولا غي 50 دج و	21
404	من بعد طلعوا فيه ردوه ديميل و ابري مرقوها ولا 400 دج و كون غي بارك كي ناس مسقم و لا جاي كي بيست و ما فيها والو حتى قدرون و مكانش قلنا معليش مهم يعسها .	37
405	كرينا باغاصول و كراسى و ريحنا مجاتنش ندخلو ديراكت قابلنا بحرو فطرنا وزدنا قصرنا باش تهود ماكلة	17
406	كي دخلنا رانا نعومو حتى نشوفو واحد يتخبط فماء و يقول سلكوني ايا قلت لخويا عندك راه يختر غادي يغرق حمبوك روح شوفه	23
407	ايا خويا راحله خاطش سيد تاح في واد ايا تسما قعد يدور غي فبلاصته و يجبده ماء حتى سلكه خويا و خرجه و حماية مدنية جات داروله تنفس اصطناعي باش يرجعوله روح باسكو سيد تغاشى قلعوله ماء الي كان فيه حتى ولتله روح و فطن لبسوله قشه و داوه .	50
408	هو غلط حسب روحه عوام بورتون كان مهلك وعلام كان حمر مي مزية شفناه و خويا سلكه و فاتت على خير ولينا عمنا غي فشط تكلما بحر قاع	28
409	و ابري جعنا خرجنا شربنا لاتاي و فطيرة و قاطو لعبنا لي غاكيت و ابري درنا بارتيا تع دومينو نسا ملهيه تلايمو و يحكو بزوز يلعبو برملة فات نهار شباب مترتق و جينا موليين	34
410	قاع فليل تاني بموسيقى وزهو تصفاق درنا حالة قاع طريق بغات خلود صغيورة لاكريم حبسنا كملناها بلاكريم خطاش حنا شبعانين	20
411	تبردنا بداك لاكريم انا بغيت اسكيمو ليم و كملنا طريق وصلنا لدار عيانين كاو دوشنا و رقدنا .	18
412	مين واحد يبغي يستبيت و ينوي شيرة فحلال . يروح يخطب شيرة من عند مليها يدي معاه غشيه و يدوا تارتا و بوكي تع فلوغ و خاتم كلمة و كاين لي يدي معاه كورباي تع شوكولا و حلوى و يروحوا	40
413	كي تعجبهم يكملو عليها و يتفهموا على شروط كيما دراهم و حدايد و من بعد يحدوا نهار لي يديروا فاتحة .	21
414	و كي يجي داك نهار قبل فاتحة مت عريس تديلهم كباش و خضرا فاكية و قاع شا خاصهم باش يطيبوا و تدي معاها طبق لعروسة يكون فيه اما كاركو و لا قسنطينية بلوزة وهرانية و منصورية و لا قفطان كل واحد على حساب طاقته و كل لبسة بصباطها و صاكها و معاهم جلابة و برنوس مي برسك قاع يديرو برنوس	60
415	و شنقلى تاني لبسة تحتانية كيما كوبينزويات كيلوطات بيجامات . حزامة . و طبق وخداخور معمر بمكياج و ريحة شامبوان و صابون .	23
416	و سني فيه قالب سكر و زوج كيسان و شمع و حنة و حليب و قطنة و طبسي فيه تمر . و سنياوات تاع قاطو . و كي يجي نهار فاتحة تدي قاع صوالح لي وجدتهم معاها لصالا .	39
417	و تدي معاها نسا لي معروضين يكونو جوارين حباب و فاميليا و بو عريس يدي رجالا لي عرضهم باش يحضروا للفاتحة خاطرش هوما لي يفتحو و يكون معاهم امام و شهود باش يفتح و عروسة تاني يكونو عارضين غاشي توعها .	41
418	نبدوا بفاتحة و يفتحوا عليها و من بعد ناس تزغرت يوكلوا رجال و يشوروا و من بعد نسا يقعدوا ويفطروهم تاني و كي نكملو يبدا زهو و ركس على ددجي وكل خطرة نشوفوا عروسة جاية بتبديلة مع راجلها حداها مقودها و ناس زغرت و زاهين حتى عشية	47
419	و منبعد يقسمو علينا قاطو منوع و قهوة و لاتاي و تكمل سهرة و ناس تشور .	17
420	و من بعد عريس يحدد لادت تع عرس تاعه باسكو فاتحة عندنا تكون لشيرة و عاد ابري عرس .	19
421	و كيما يقولو عرس ليلة تدبيرته عام غير يصدق و لا كيما يقولو في الصيف قاطو والمشتة بوقاطو . و كيما يقولو عرس ساهل دبحلها جدي و عيطلها لتجي . صح فلعشرة لي مور عريس .	36
422	خطرة كنت مسافر و كي وليت من فوياج لقيت بنت جارتنا كنت نبغيها زوجها بوها تاع بسيف عليها و هي دست عليا باسكو خافت من بوها يا خوتي دخلت لدارنا شفت ما ماشي نورمال قتلها مالكي قاتلي يا ولدي حبيبتك زوجوها و نقيس كابة من سدي و نخرج نجري عند بوها	51
423	قالي مديتها و تبقا غير نتا ما تدهاش	8
424	و تخرج هي من صالون تبكي قاتلي نذير سلكني ونيكي و دم خارج من نيفها و لحمها زرقة بالضرب و نحكم بوها ردخته بالضرب و حكمتها من يدها و خرجتها ديتها لدارنا قتلها قعدي هنا مع ما دوك نولي حطي كيتمان في ودنيك و سمعي لغنا باش متسمعش الضرب	49
425	و قفلت الباب عليهم و خرجت لقيت خطيبها زدم هو وصحابو للحومة و نرفد بالا و ندخل بيناتهم طيحت منهم اتناعش نواحد تالي غدرني في ظهري تشجعت و نوضت ليهم ميزامي قتلهم لا لا مشي هكا ارواحو نديروحاجة شابة و نحكمهم بالضرب هربو قاع	44
426	حكمت لي خطبها قالي نتا رجلة عليا نتا لي تستاهلها تع صح انا قاع لاتاي تاعي و قوي بصح نتا حبك كبير و تستاهل حبها ربي يكملك و كي شغل فيلم هندي ضرا دروك ه و الي يعرف كاش مخرج هندي يجيبهلنا راه كاين فيلم واجد يضحكو عباد ربي ه .	51
427	كنت مريحة مع جماعة و جبدو على بولتيك مين جزايريين ناضو على قبايل و على علام بلي حنا منستعرفوش بهداك علام تاعهم ليبريسونتي زواوا	24
428	و مكانش هادي قبايلي و عربي قاع جزايريين و ترفدنا لرض واحد و ناضت قبايلية تهدر و تقول بركو من تكونو راسيست و جهالا 20 سنة راقدين و عاجبكم ذل و كي بداو يفتو خلاو فقر و ميزيرية و نيفو با في قاع مجالات متعليم لصحة لسياحة لتجارة كلشي مخرود و دروك جاو يفتو على علام و معلبليش شاه .	60
