"source_uid"	"source_id"	"source_locator"	"sentno"	"arabic_original"	"word_count"	"source_file"	"license_id"	"source_status"	"darija_provenance"	"enrichment_state"
"madoran-s6-sentno-0148"	"S6"	"MADOran_Sentences.tsv#Sentno=148"	"148"	"وي سعاد شركي دايرة فيها كاش عيد ? يا ودي العيد راه غير هو انا شريت سروال جينز و 2 تع لي بودي شابين باقيلي غي الصباط غادي نطلع للبلاد ولا لشوبو باه نشري شا قلتي راهم غاليين ولا لا ?"	"41"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0149"	"S6"	"MADOran_Sentences.tsv#Sentno=149"	"149"	"شويا راهم غاليين نتي ساومي و شوفي متحصيش تطيحي في حاجة شابة عينك هي ميزانك"	"15"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0150"	"S6"	"MADOran_Sentences.tsv#Sentno=150"	"150"	"ليوم ديك دليلة قبلت تتزوج بواحد ديجا متزوج و قابلة بلي شرع حلل ربعة بصح كون رجلها يبغي يتزوج عليها تقوله شرع تعرفوه غير فنسا شاولا تتزوج عليا غير هادي لي متصراش ارواح نتا وفهم"	"35"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0151"	"S6"	"MADOran_Sentences.tsv#Sentno=151"	"151"	"سمحيلي ختي باغي نسقسيك هدي هي جامعة تع علوم و تكنولوجيا ايسطو واه هدي هي جامعة حاجة ."	"18"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0152"	"S6"	"MADOran_Sentences.tsv#Sentno=152"	"152"	"و الله كبيرة مصباح راني ندور هنا عند جامعة نسقسي هكا مكانش قاع لي بغا يقولي سيرتو شيرات لي نقولها مسكينة تحشم هكا و انا نخاف"	"26"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0153"	"S6"	"MADOran_Sentences.tsv#Sentno=153"	"153"	"لا مفيها والو مكانش مشكل سقسيت جامعة هايلا جامعة"	"9"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0154"	"S6"	"MADOran_Sentences.tsv#Sentno=154"	"154"	"تع شا غادي يخرجوا منها هاد جامعة غير مخاخ باينة غادي تخرجي حاجا كبيرة نتيا ."	"16"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0155"	"S6"	"MADOran_Sentences.tsv#Sentno=155"	"155"	"خويا نتا باغي تهدر مراكش باغي تسقسي . مشي تليفون راه يصوني لا ? لا خويا معنديش تليفون . انا قلت حس تع تليفون صحا باغي نسقسيك ما دايرين لكمش ترونسوبور هنا"	"32"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0156"	"S6"	"MADOran_Sentences.tsv#Sentno=156"	"156"	"علاه تخمم علينا نتا دروك راني نسقسي هدا مكان ما فيه والو ايا صفا و الله كبيرة جامعة هنا . ما صبت ما نهدر ."	"25"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0157"	"S6"	"MADOran_Sentences.tsv#Sentno=157"	"157"	"علابلك من وين راني جاي ."	"6"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0158"	"S6"	"MADOran_Sentences.tsv#Sentno=158"	"158"	"خصك حاجة . ما خصني والو خصني نتيا بصراحة ."	"10"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0159"	"S6"	"MADOran_Sentences.tsv#Sentno=159"	"159"	"أنا ?"	"2"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0160"	"S6"	"MADOran_Sentences.tsv#Sentno=160"	"160"	"واه و الله عجبتيني ناس ملاح عاقلة"	"7"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0161"	"S6"	"MADOran_Sentences.tsv#Sentno=161"	"161"	"يسلمك ."	"2"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0162"	"S6"	"MADOran_Sentences.tsv#Sentno=162"	"162"	"قيساش تخرجي هاد وقت اه"	"5"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0163"	"S6"	"MADOran_Sentences.tsv#Sentno=163"	"163"	"خويا شا راك تحوس اقزكتمون ."	"6"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0164"	"S6"	"MADOran_Sentences.tsv#Sentno=164"	"164"	"ما راني نحوس والو بصراحة مادام مكان ني غاشي ني والو أنا و الله غي نقولهالك علبالك بلي انا سماطة انا سامط ه راكي تضحكي باينة بنت حلال و الله"	"30"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0165"	"S6"	"MADOran_Sentences.tsv#Sentno=165"	"165"	"يسلمك ."	"2"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0166"	"S6"	"MADOran_Sentences.tsv#Sentno=166"	"166"	"بصح مسرارة ."	"3"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0167"	"S6"	"MADOran_Sentences.tsv#Sentno=167"	"167"	"خويا معندك ما تخدم أنا كنت نقرا و دروك راني رايحة لدار ."	"13"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0168"	"S6"	"MADOran_Sentences.tsv#Sentno=168"	"168"	"انا تاني كنت نخدم و راني جاي عندك هنايا . علبالك باي اني قريب واحد شهر راني نجي هنا ."	"20"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0169"	"S6"	"MADOran_Sentences.tsv#Sentno=169"	"169"	"شهر ?"	"2"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0170"	"S6"	"MADOran_Sentences.tsv#Sentno=170"	"170"	"مشتنيش قاع مشتنيش ?"	"4"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0171"	"S6"	"MADOran_Sentences.tsv#Sentno=171"	"171"	"لا جامي ."	"3"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0172"	"S6"	"MADOran_Sentences.tsv#Sentno=172"	"172"	"انا و الله لكنت متمني نقرى هنا . كون قريت هنا شا كنت تقارع ."	"15"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0173"	"S6"	"MADOran_Sentences.tsv#Sentno=173"	"173"	"ها قراية قراية قراية نقابلو رزق و لا قراية . تقارعي ترولي ?"	"13"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0174"	"S6"	"MADOran_Sentences.tsv#Sentno=174"	"174"	"راني نقارع ترونسبور تع جامعة ."	"6"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0175"	"S6"	"MADOran_Sentences.tsv#Sentno=175"	"175"	"ادا مجابوهش براس شبانية نطير لسما و نجيبلك لوطو و نجيبها شابة على خطرك مكانش فيها هدرة ."	"18"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0176"	"S6"	"MADOran_Sentences.tsv#Sentno=176"	"176"	"مقلقة ? نقارع معك ."	"5"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0177"	"S6"	"MADOran_Sentences.tsv#Sentno=177"	"177"	"معليش مداري نقارع وحدي"	"4"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0178"	"S6"	"MADOran_Sentences.tsv#Sentno=178"	"178"	"يا أنا سامط واه لا سامط نقعد هنا ."	"9"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0179"	"S6"	"MADOran_Sentences.tsv#Sentno=179"	"179"	"لا مكانش بروبلام نقارع وحدي ."	"6"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0180"	"S6"	"MADOran_Sentences.tsv#Sentno=180"	"180"	"لا معليش . وين تسكني ? تسكني هنا فوهران . راكي مهودة للافيل ? معندكش حبة علك ?"	"18"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0181"	"S6"	"MADOran_Sentences.tsv#Sentno=181"	"181"	"أنت راك باغي تهدر و انا معنديش وقت راسي راه دارني مل قراية ."	"14"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0182"	"S6"	"MADOran_Sentences.tsv#Sentno=182"	"182"	"صحا قولي ختي سمحيلي الله يرحم شوابين سمحيلي ."	"9"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0183"	"S6"	"MADOran_Sentences.tsv#Sentno=183"	"183"	"واه"	"1"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0184"	"S6"	"MADOran_Sentences.tsv#Sentno=184"	"184"	"باغي غدوة نشاء اللع نعرضك فطور ."	"7"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0185"	"S6"	"MADOran_Sentences.tsv#Sentno=185"	"185"	"انشاء الله"	"2"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0186"	"S6"	"MADOran_Sentences.tsv#Sentno=186"	"186"	"يا قالت انشاء الله املي سير ? أيا غدوة نشاء الله على 4 راني هنا ."	"16"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0187"	"S6"	"MADOran_Sentences.tsv#Sentno=187"	"187"	"صحا فطوركم . فوهران فصيف فرح و زواج هادي مواكل هدا هاراج و عرس هرس يا لوكان مجاش فيه زغاريت"	"20"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0188"	"S6"	"MADOran_Sentences.tsv#Sentno=188"	"188"	"و فخريف شيعة زواج على حواج ها رواح نقولك ادا بغيت تكسب اكسب ارض كبيرة نهار صبا تغنيك و لا بغيت تتزوج تزوج مع مرا كبيرة نهار لي تغرق دبر عليك و عازب الا عوج بغا زواج ."	"38"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0189"	"S6"	"MADOran_Sentences.tsv#Sentno=189"	"189"	"ا حزيم ?"	"3"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0190"	"S6"	"MADOran_Sentences.tsv#Sentno=190"	"190"	"اه حميد طلع خويا طلع"	"5"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0191"	"S6"	"MADOran_Sentences.tsv#Sentno=191"	"191"	"صباح خير سي حزيم او خويا و الله لراك عاجبني و الله راك منور راك تشعل يادر حزيم خويا ديك قضية . تاعش هاد قضية ?"	"26"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0192"	"S6"	"MADOran_Sentences.tsv#Sentno=192"	"192"	"كيفاش تاعش هاد قضية راك باغي تقرقجني و لا هداك باب لي قتلك قصدهلي حزيم خويا ."	"17"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0193"	"S6"	"MADOran_Sentences.tsv#Sentno=193"	"193"	"اه باب لكحل هداك تع فيلة تع 2 اتاج . اه صحا . لي مقابلة بوشطة صغيرة ياك ? قهوك تحت . واه صايي ."	"25"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0194"	"S6"	"MADOran_Sentences.tsv#Sentno=194"	"194"	"هديك تع ولد حاج عكرمي واه . هداك حبيبي روح فروح قرا معايا و كبر معايا و لعبنا فرحبا يا حصراه دنيا ياه . بصح سياما حميد خويا ليقلك دراهم كبار تماك واه ليق شكارة تاع دراهم ."	"38"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0195"	"S6"	"MADOran_Sentences.tsv#Sentno=195"	"195"	"ليق شكارة ! ! تسما راك باغيني نقعد كورة ? لا دار لا دوار هاو غايا هكا ."	"18"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0196"	"S6"	"MADOran_Sentences.tsv#Sentno=196"	"196"	"انا قليل ما تومرت اه حزيم خويا قليل ما شفت غي تمارة انا كنت نطير تعقل شفتني ب 404 باشي معمرة لفت مدورها فحومة و نتا داخلها تضحك عليا ."	"30"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0197"	"S6"	"MADOran_Sentences.tsv#Sentno=197"	"197"	"فوتها للدار سناديق صناديق قاع لافمي موبيليزي اه حاي عليا بن عودا دور ثلث أيام باقية للعيد فوتناها نو د كوكو صاشيات صاشيات في لابستي و خلصنا دراهم و دراهم راهم عندك . وي ."	"35"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0198"	"S6"	"MADOran_Sentences.tsv#Sentno=198"	"198"	"نزيد نقولك ? نعطيك تالية أمن و لا بوكلي حواجبك . ديت عليا صبادون في شهر رمضان ولا لا ? واه ."	"22"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0199"	"S6"	"MADOran_Sentences.tsv#Sentno=199"	"199"	"حاجا فور اه ? حاجة تري بنينة ? سيرتو مدبل و لا سينيي خضر فوق نار و دمر اه خويا مرمد بفرينة حاجة مامي حاجة تفوت وحدها سيرتو اون صوص تومات"	"31"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0200"	"S6"	"MADOran_Sentences.tsv#Sentno=200"	"200"	"اون صي غيقالي ."	"4"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0201"	"S6"	"MADOran_Sentences.tsv#Sentno=201"	"201"	"ياك اون صي غيقالي ? هداك دوفان . هداك فليبر . صشيات صشيات . مورصويات مورصويات . دمر لبني عمك في لابستي ."	"23"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0202"	"S6"	"MADOran_Sentences.tsv#Sentno=202"	"202"	"هاك غاشي كولا عليا و نباع . و دراهمه راهم عندك نتا وي . حميد بيان كوستيمي بابيون الله الله و روايح غي ساتيم سونس و ويتايم سونس و كورتاج يا خويا هادي مبلقة هادي بهلولة هادي عقونة هادي واوا كي يحضروا كلاكسون يا خويا تشالي ."	"47"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0203"	"S6"	"MADOran_Sentences.tsv#Sentno=203"	"203"	"موراها جماعي معمر بناس يزهو داها داها بسيف على يماها . بصح لا ليقلك شكارة ."	"16"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0204"	"S6"	"MADOran_Sentences.tsv#Sentno=204"	"204"	"يا ودي يا حميد علاه ما تشوفش مرا قليلة على حسابك ? تكون مرا و نص كي تتزوج و نص يطير تبقى غير مرا كل صبع بصنعة"	"27"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0205"	"S6"	"MADOran_Sentences.tsv#Sentno=205"	"205"	"كل صبح ديلك بغرير بقهوة و عشية تدلك مطلوع و صبحية داربة فونارة عمش هاك صابح في وجها هكا نتا تقول واو غادي تاكلني مع صباح ."	"27"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0206"	"S6"	"MADOran_Sentences.tsv#Sentno=206"	"206"	"لا لا مانيش باغي هكدا . راني باغي زين و عوين . وي و حيا واقفة و شوفو دون لو فون @@Lاط@@دَنس @@Lاط@@لe @@Lاط@@ثeنت . حيا فور . باغي رقبة كي طرنيش صافية و وجه مراية لاقي لاقي ها ربي لاقي نار اشواقي في بنت عكرمي . اه مطلوعة ."	"50"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0207"	"S6"	"MADOran_Sentences.tsv#Sentno=207"	"207"	"اه مطلوعة معليش الي فات على كلمة فات على روح . علبالي بلي راح مدمر ."	"16"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0208"	"S6"	"MADOran_Sentences.tsv#Sentno=208"	"208"	"ما راني لا مدمر لا نزمر , دراهمي دروك نديهم قاع مدوخنيش ."	"13"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0209"	"S6"	"MADOran_Sentences.tsv#Sentno=209"	"209"	"اه سمع حميد تكشف فيا قدام غاشي صباح الله . ما تقولي لا نكشفك لا والو . نهبلك و الله ما رها فارية درك براس ما عزيزة مراها فارية قاع حق رسول الله ."	"34"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0210"	"S6"	"MADOran_Sentences.tsv#Sentno=210"	"210"	"اه سمع براس ما نكشف عند جوارين يوم اه تراتقي متحشمش . دراهمس دايهم دايهم ."	"16"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0211"	"S6"	"MADOran_Sentences.tsv#Sentno=211"	"211"	"اه تراتقي انيا ? شوف روح تشكي متديش دراهمك تروح و لا متروحش دروك . اه و الله ما راهي فارية اه صحا كل شوفة مخلوفة ."	"27"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0212"	"S6"	"MADOran_Sentences.tsv#Sentno=212"	"212"	"وحدة متسعفش مها جات خارجة مدارمها قالتلها اه محنطة وين راكي غادية قالتلها متحوسيش عليا جات مها قالتلها اه راكي كيما هكا و الله غي قد ما يجي خوك نحرشه فيك يمحطك ردت عليها و قالتلها دزي معاهم ردخت باب دارت رايها وخرجت"	"43"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0213"	"S6"	"MADOran_Sentences.tsv#Sentno=213"	"213"	"كي ولت عشية لقات خوها يقرعلها طاح فيها بلبونيات حتى نغلها من هداك نهار ولت تساعف وتسقمت و قالتلهم منزيدش نعاود عمر دواد ما يعاود يعطيه حبة فمراود ."	"29"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0214"	"S6"	"MADOran_Sentences.tsv#Sentno=214"	"214"	"انا حكاية قرايتي فاردن وحدها غادي نحكيلكم كي مدولي لابوغس للأردن ."	"12"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0215"	"S6"	"MADOran_Sentences.tsv#Sentno=215"	"215"	"انا كنت كملت قرايتي و مسوتنيا و مكملا ماستير تاعي و كنت نخدم اسيستونس كوماخسيال فوحد سونتخ كوماغسيال"	"18"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0216"	"S6"	"MADOran_Sentences.tsv#Sentno=216"	"216"	"خدامة عادي من بعد خدمت في جمعية في بروجي و كنتانا انيماتريس مام ندير بيلو و نخدم كومينيكسيون في جمعية ."	"21"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0217"	"S6"	"MADOran_Sentences.tsv#Sentno=217"	"217"	"وحد خطرة نشوف في فيس بوك فقروب تع جامعة يحوسو عليا و يرسلولي فلي ميساج بلي جامعة راها تحوس عليك و لي يعرفها يقوللها تجي للجامعة ايرجون"	"27"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0218"	"S6"	"MADOran_Sentences.tsv#Sentno=218"	"218"	"ايا لقيت ميساج تع سكريتار قالي ارواحي عندك بورس قتله ايه لابورس صاي ديتها معلي انا ديجا كان عندي مشكل في لابورس تالية مدخلتنيش"	"24"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0219"	"S6"	"MADOran_Sentences.tsv#Sentno=219"	"219"	"ايا مديتهاش قاع حتى قالي شا راكي تقولي عندك بورس ليترونجي للاردن ايا طرت بفرحة و رايحة للجامعة نشوف باسكو مأمنتش حتى وصلت"	"23"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0220"	"S6"	"MADOran_Sentences.tsv#Sentno=220"	"220"	"قالولي بلي كلاسيتي لولا ماجور دبرومو و راه عندك بورس بصحتك و عندك دوصي لايميه و دفعيه ."	"18"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0221"	"S6"	"MADOran_Sentences.tsv#Sentno=221"	"221"	"ايا لايمته و دفعته و قعدت نقارع بصح كنت نروح خطرة على خطرة نشوف وين واصل دوصيي باسكو خاصه يروح حتى ألجي عاصمة للوزارة باش هوما يرسلوه للجامعة و نديروا الاجراءات ."	"32"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0222"	"S6"	"MADOran_Sentences.tsv#Sentno=222"	"222"	"فات وقت و والو دايمن نروح و يقلولي مازال ايا زهر قلعت لألجي كي وصلت تماك قالولي بلي ملف تاعك مراهش قاع عندنا نخلعت و قتلهم لا كيفاه موصلش"	"29"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0223"	"S6"	"MADOran_Sentences.tsv#Sentno=223"	"223"	"كي كنت في جامعة تع وهران قالولي بلي وصل هنا كيفاه مكانش قالولي حنا اصلن قلنا غي جامعة وهران لي مرسلوناش"	"21"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0224"	"S6"	"MADOran_Sentences.tsv#Sentno=224"	"224"	"و نعيط للجامعة لعمادة و ترفد عليا فيس دوايان لي حطيت عندها دوسيي"	"13"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0225"	"S6"	"MADOran_Sentences.tsv#Sentno=225"	"225"	"قتلها كيفاه مكانش دوسيي تاعي اني هنا فألجي قالتلي لا حنا رسلناه قتلها راكي تزعقي عليا اني نقولك راني دروك فوزارة و قالولي بلي مكانش ملف تاعك ."	"28"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0226"	"S6"	"MADOran_Sentences.tsv#Sentno=226"	"226"	"ايا قعدت تبدلي فهدرة و تكدب عليا و تقول رسلته قالها مديلي اكيزي ورقة بلي وصل قاتله معنديش"	"18"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0227"	"S6"	"MADOran_Sentences.tsv#Sentno=227"	"227"	"و نولي لوهران انا و بابا روحنلها للبيرو قلنلها وين راه دوصيي تقولنا معلبليش"	"14"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0228"	"S6"	"MADOran_Sentences.tsv#Sentno=228"	"228"	"قلتلها باغي تهبليني وين راه دوصيي انا دفعته عندك ملف قد سخط تقوليلي مكانش قعدوا مشيطيني رايحة جاية مشي عارفة حتى وين راه"	"23"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0229"	"S6"	"MADOran_Sentences.tsv#Sentno=229"	"229"	"و تراديكسبون مترجمة قاع غولوفي تع لي نوت بلأونقلي و مخلصة عليها دم فوادي تع دراهم و تقولي معنديش"	"19"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
