"ID"	"Sentno"	"Wordno"	"Word"	"diac"	"msa"	"Proclitic"	"Stem"	"Enclitic"	"Root"	"Pattern"	"num"	"gen"	"Sentiment"	"en_gloss"	"fr_gloss"
"4378"	"238"	"3"	"يعرفه"	"يعرفه"	"عَرَف"	"y/IV3MS"	"عرف/IV"	"(null)/IVSUFF_SUBJ: 3MS +ه/IVSUFF_DO:3MS"	"عرف"	"فعَل - يفعِل"	"na"	"na"	"neutral"	"know"	"connaître"
"4379"	"238"	"4"	"غاية"	"غاية"	"جَيِّد"	""	"غاي/ADJ_INTENS"	"ة/NSUFF_FEM_SG"	"غيي"	"فَعْلَة"	"s"	"f"	"positive"	"well;good"	"bien"
"4380"	"238"	"5"	"قاله"	"قاله"	"قالَ"	""	"قال/PV"	"(null)/PVSUFF_SUBJ:3MS+ه/PVSUFF_DO:3MS"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"said"	"dis"
"4381"	"238"	"6"	"بشير"	"بشير"	"بَشِير"	""	"بشير/NOUN_PROP"	""	"بشر"	"فَعِيل"	"s"	"m"	"neutral"	"bashir"	"bachir"
"4382"	"238"	"7"	"شا"	"شا"	"مَاذا"	""	"شا/INTERROG_PART"	""	"none"	"none"	"na"	"na"	"neutral"	"what"	"quoi"
"4383"	"238"	"8"	"راك"	"راك"	"إِنَّك"	""	"راك/SUBJUNC_PART"	""	"none"	"none"	"s"	"m"	"neutral"	""	"you"
"4384"	"238"	"9"	"دير"	"دير"	"تَفعَل"	""	"دير/IV"	"(null)/IVSUFF_SUBJ:3FS"	"دير"	"فعَل - يفعِل"	"na"	"na"	"neutral"	"do"	"faire"
"4385"	"238"	"10"	"هنا"	"هنا"	"هُنا"	""	"هنا/ADV"	""	"none"	"none"	"u"	"u"	"neutral"	""	"here"
"4386"	"238"	"11"	"سلم"	"سلم"	"سَلَّم"	""	"سلم/PV"	"(null)/PV SUFF_SUBJ :3MS"	"سلم"	"فعَّل - يُفَعِّل"	"na"	"na"	"neutral"	"greet"	"saluer"
"4387"	"238"	"12"	"عليه"	"عليه"	"عَلى"	""	"علي/PREP"	"ه/PRON_3FS"	"none"	"none"	"s"	"m"	"neutral"	"on"	"sur"
"4388"	"238"	"13"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"4389"	"238"	"14"	"قاله"	"قاله"	"قالَ"	""	"قال/PV"	"(null)/PVSUFF_SUBJ:3MS+ه/PVSUFF_DO:3MS"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"said"	"dis"
"4390"	"238"	"15"	"شا"	"شا"	"مَاذا"	""	"شا/INTERROG_PART"	""	"none"	"none"	"na"	"na"	"neutral"	"what"	"quoi"
"4391"	"238"	"16"	"خصك"	"خصك"	"تَحْتَاج"	""	"خص/CV"	"ك/CVSUFF_SUBJ :2MS"	"خصص"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"need"	"besoin"
"4392"	"238"	"17"	"ايا"	"ايا"	"ثُمَّ"	""	"ايا/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"then,afterwards,next,moreover"
"4393"	"238"	"18"	"قله"	"قله"	"قَالَ"	""	"قل/PV"	"(null)/PV SUFF_SUBJ :3MS+ه/PVSUFF_DO:3MS"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"said"	"dire"
"4394"	"238"	"19"	"بنتي"	"بنتي"	"بَنتي"	""	"بنت/NOUN_ABSTRACT"	"ي/POSS_PRON"	"بني"	"فَعْل"	"s"	"f"	"neutral"	"daughter"	"fille"
"4395"	"238"	"20"	"مكلسا"	"مكلسا"	"مَرْتَبة"	""	"مكلسا/FOREIGN"	""	"none"	"none"	"na"	"na"	"neutral"	"ranked"	"classé"
"4396"	"238"	"21"	"لولا"	"لولا"	"أولى"	"l/DET"	"ولا/NOUN_NUM"	""	"ءول"	"فُعْلى"	"s"	"f"	"neutral"	"first"	"première"
"4397"	"238"	"22"	"فخر"	"فخر"	"فَخْر"	""	"فخر/GERUND"	"(null)/CASE_INDEF_(ACC_GEN)"	"فخر"	"فَعْل"	"s"	"m"	"positive"	"Pride"	"Fierté"
"4398"	"238"	"23"	"للجامعة"	"للجامعة"	"الجَامِعَة"	"l/PREP+l/DET"	"جامع/NOUN_ACTIVE_PART"	"ة/NSUFF_FEM_SG+(null)/CASE_DEF_GEN"	"جمع"	"فَاعِلَة"	"s"	"f"	"neutral"	""	"Université;x;_university"
"4399"	"238"	"24"	"راهم"	"راهم"	"إنَّهم"	""	"را/PRESENT_PART"	"هم/POSS_PRON"	"none"	"none"	"sp"	"m"	"neutral"	"they_are"	"il_sont"
"4400"	"238"	"25"	"يجرجروا"	"يجرجروا"	"يَجُرُّ"	"y/IV3MP"	"جرجر/IV"	"وا/IVSUFF_SUBJ:MP_MOOD:SJ"	"جرر"	"فعَّلَ - يَفعُّلُ"	"na"	"na"	"neutral"	"drag"	"Traîne"
"4401"	"238"	"26"	"فيها"	"فيها"	"فِي"	""	"في/PREP"	"ها/PRON_3FS"	"none"	"none"	"na"	"na"	"neutral"	"in"	"dans"
"4402"	"238"	"27"	"ودرولها"	"ودرولها"	"ضَيَّعَ"	""	"ودر/PV"	"و/PVSUFF_SUBJ:3MP+ل/PREP+ها/POSS_PRON"	"ودر"	"فعَّل - يفعَّل"	"na"	"na"	"neutral"	"lose"	"perdre"
"4403"	"238"	"28"	"دوصيي"	"دوصيي"	"مِلَف"	""	"دوصيي/FOREIGN"	""	"none"	"none"	"na"	"na"	"neutral"	"file"	"dossier"
"4404"	"238"	"29"	"لي"	"لي"	"الّذيالتِّي"	""	"لي/REL_PRON"	""	"none"	"none"	"na"	"na"	"neutral"	"the_one,that"	"celui,_ce"
"4405"	"238"	"30"	"لايمتاه"	"لايمتاه"	"جَمَعَ"	""	"لايم/NOUN_ACTIVE_PART"	"ت/SUFF_FEM_TA+اه/POSS_PRON"	"لمم"	"فَاعِل"	"s"	"f"	"neutral"	"gather"	"ramasser"
"4406"	"238"	"31"	"لبورس"	"لبورس"	"منحةدراسية"	""	"لبورس/FOREIGN"	""	"none"	"none"	"na"	"na"	"neutral"	"scholarship"	"bourse"
"4407"	"238"	"32"	"باش"	"باش"	"لكي"	""	"باش/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	"so_that"	"pour_que"
"4408"	"238"	"33"	"تروح"	"تروح"	"رَاحَ"	"t/IV2MS"	"روح/IV"	"(null)/IVSUFF_MOOD:S"	"روح"	"فعَل - يفعُل"	"na"	"na"	"neutral"	""	"go"
"4409"	"238"	"34"	"تقرى"	"تقرى"	"قَرَأَ"	"t/IV3FS"	"قرى/IV"	"(null)/IVSUFF_SUBJ: 3FS"	"قرء"	"فعَل - يفعَل"	"na"	"na"	"neutral"	"study"	"etudier"
"4410"	"238"	"35"	"ايا"	"ايا"	"ثُمَّ"	""	"ايا/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"then,afterwards,next,moreover"
"4411"	"238"	"36"	"باغيين"	"باغيين"	"رَاغِب"	""	"باغي/NOUN_ACTIVE_PART"	"ين/NSUFF_MASC_PL_ACC"	"بغي"	"فاعِل"	"sp"	"m"	"neutral"	"want,desire"	"vouloir"
"4412"	"238"	"37"	"نشوفو"	"نشوفو"	"نَرَى"	"n/IV1P"	"شوف/IV"	"و/IVSUFF_SUBJ:MP_MOOD:SJ"	"شوف"	"فعَل - يفعُل"	"na"	"na"	"neutral"	""	"see,watch"
"4413"	"238"	"38"	"ريكتور"	"ريكتور"	"رئيسالجامعة"	""	"ريكتور/FOREIGN"	""	"none"	"none"	"na"	"na"	"neutral"	"rector"	"recteur"
"4414"	"239"	"1"	"قاله"	"قاله"	"قالَ"	""	"قال/PV"	"(null)/PVSUFF_SUBJ:3MS+ه/PVSUFF_DO:3MS"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"said"	"dis"
"4415"	"239"	"2"	"ارواح"	"ارواح"	"تَعَال"	""	"ارواح/CV"	"(null)/CVSUFF_SUBJ :2MS"	"روح"	"أَفْعَل - يُفْعِل"	"na"	"na"	"neutral"	""	"come,_let's"
"4416"	"239"	"3"	"انا"	"انا"	"انا"	""	"انا/PRON_1S"	""	"none"	"none"	"s"	"u"	"neutral"	"me"	"moi"
"4417"	"239"	"4"	"نديك"	"نديك"	"أَخَدَ"	"n/IV1S"	"دي/IV"	"(null)/IVSUFF_SUBJ:1S+ك/IVSUFF_DO:2MS"	"ءدي"	"فعَّلَ - يَفعِّل"	"na"	"na"	"neutral"	"take"	"prendre"
"4418"	"239"	"5"	"قال"	"قال"	"قَالَ"	""	"قال/PV"	"(null)/PV SUFF_SUBJ :3MS"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"said"	"dire"
"4419"	"239"	"6"	"لسكريتير"	"لسكريتير"	"مُسَاعِدَة"	"l/PREP"	"سكريتير/FOREIGN"	""	"none"	"none"	"na"	"na"	"neutral"	"Secretary"	"secrétaire"
"4420"	"239"	"7"	"قالها"	"قالها"	"قالَ"	""	"قال/PV"	"(null)/PVSUFF_SUBJ:3MS+ها/PVSUFF_DO:3FS"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"said"	"dire"
"4421"	"239"	"8"	"بعدي"	"بعدي"	"{ِبْتَعَدي"	""	"بعد/CV"	"ي/CVSUFF_SUBJ : 2FS"	"بعد"	"فعَل - يفعَل"	"na"	"na"	"positive"	"move_away"	"bouge"
"4422"	"239"	"9"	"هدا"	"هدا"	"هَذا"	""	"هدا/DEM_PRON"	""	"none"	"none"	"s"	"m"	"neutral"	"this"	"ce"
"4423"	"239"	"10"	"يدخل"	"يدخل"	"دَخَل"	"y/IV3MS"	"دخل/IV"	"(null)/IVSUFF_SUBJ: 3MS"	"دخل"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"enter"	"entrer"
"4424"	"239"	"11"	"معايا"	"معايا"	"مَع"	""	"مع/PREP"	"ايا/POSS_PRON"	"none"	"none"	"na"	"na"	"neutral"	"with"	"avec"
"4425"	"239"	"12"	"ايا"	"ايا"	"ثُمَّ"	""	"ايا/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"then,afterwards,next,moreover"
"4426"	"239"	"13"	"دخلنا"	"دخلنا"	"دَخَلَ"	""	"دخل/PV"	"نا/PVSUFF_SUBJ:1P"	"دخل"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"enter"	"rentre"
"4427"	"239"	"14"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"4428"	"239"	"15"	"حكينا"	"حكينا"	"حَكَى"	""	"حكي/PV"	"نا/PV SUFF_SUBJ :1P"	"حكي"	"فعَل - يفعِل"	"s"	"m"	"neutral"	"recount"	"raconter"
"4429"	"239"	"16"	"له"	"له"	"لِ"	""	"ل/PREP"	"ه/POSS_PRON"	"none"	"none"	"na"	"na"	"neutral"	"to,for_+_it,him"	"à;pour_cela;lui"
"4430"	"239"	"17"	"بلي"	"بلي"	"بأَنك"	"b/PREP"	"لي/DEM_PRON_MS"	""	"none"	"none"	"na"	"na"	"neutral"	"that"	"que"
"4431"	"239"	"18"	"هي"	"هي"	"هِيَ"	""	"هي/PRON_3FS"	""	"none"	"none"	"s"	"f"	"neutral"	"it,she"	"elle"
"4432"	"239"	"19"	"فخر"	"فخر"	"فَخْر"	""	"فخر/GERUND"	"(null)/CASE_INDEF_(ACC_GEN)"	"فخر"	"فَعْل"	"s"	"m"	"positive"	"Pride"	"Fierté"
"4433"	"239"	"20"	"جامعة"	"جامعة"	"جَامِعَة"	""	"جامع/NOUN_CONCRETE"	"ة/NSUFF_FEM_SG+(null)/CASE_DEF_GEN"	"جمع"	"فَاعِلَة"	"s"	"f"	"neutral"	""	"university"
"4434"	"239"	"21"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"4435"	"239"	"22"	"حقهم"	"حقهم"	"حَقّ"	""	"حق/GERUND"	"(null)/CASE_DEF_GEN+هم/POSS_PRON"	"حقق"	"فَعْل"	"s"	"m"	"neutral"	"truth,right"	"vérité,droit"
"4436"	"239"	"23"	"يكرموني"	"يكرموني"	"كَرَّمَ"	"y/IV3MP"	"كرم/IV"	"و/IVSUFF_SUBJ:MP_MOOD:SJ+ني/IVSUFF_DO: 1S"	"كرم"	"فعَّل - يُفَعِّل"	"na"	"na"	"neutral"	"honoring"	"honoré"
"4437"	"239"	"24"	"مشي"	"مشي"	"لَيْسَ"	""	"مشي/NEG_PART"	""	"none"	"none"	"na"	"na"	"neutral"	"not"	"ne_pas"
"4438"	"239"	"25"	"يشيطوني"	"يشيطوني"	"يُعَانِي"	"y/IV3MP"	"شيط/IV"	"و/IVSUFF_SUBJ:MP_MOOD:SJ+ني/IVSUFF_DO: 1S"	"شيط"	"فعَّل - يفعِّل"	"na"	"na"	"neutral"	"to_suffer"	"souffrir"
"4439"	"239"	"26"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"4440"	"239"	"27"	"يودرولي"	"يودرولي"	"ضَيَّعَ"	"y/IV3MP"	"ودر/IV"	"و/IVSUFF_SUBJ:MP_MOOD:SJ+ل/PREP+ي/POSS_PRON"	"ودر"	"فعَّل - يُفَعَّل"	"na"	"na"	"neutral"	""	"perdre;x;_lose"
"4441"	"239"	"28"	"دوصيي"	"دوصيي"	"مِلَف"	""	"دوصيي/FOREIGN"	""	"none"	"none"	"na"	"na"	"neutral"	"file"	"dossier"
"4442"	"239"	"29"	"تاعي"	"تاع"	"لِي"	""	"تاع/PREP"	""	"none"	"none"	"na"	"na"	"neutral"	"my"	"mon"
"4443"	"239"	"30"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"4444"	"239"	"31"	"كي"	"كي"	"لَمّا"	""	"كي/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	"when"	"quand"
"4445"	"239"	"32"	"نكمل"	"نكمل"	"أَكْمَل"	"n/IV1S"	"كمل/IV"	"(null)/IVSUFF_SUBJ:1S"	"كمل"	"فَعَّلَ - يْفَعِّلُ"	"na"	"na"	"neutral"	"finish"	"terminer"
"4446"	"239"	"33"	"نولي"	"نولي"	"أصْبِح"	"n/IV1S"	"ولي/IV"	"(null)/IVSUFF_SUBJ:1S"	"ولي"	"فَعَل - يفْعِل"	"na"	"na"	"neutral"	"become"	"devenir"
"4447"	"239"	"34"	"فخر"	"فخر"	"فَخْر"	""	"فخر/GERUND"	"(null)/CASE_INDEF_(ACC_GEN)"	"فخر"	"فَعْل"	"s"	"m"	"positive"	"Pride"	"Fierté"
"4448"	"239"	"35"	"لولاية"	"لولاية"	"وِلَايَة"	"l/PREP"	"ولاي/NOUN_CONCRETE"	"ة/NSUFF_FEM_SG+(null)/CASE_DEF_GEN"	"ولي"	"فِعَالَة"	"s"	"f"	"neutral"	"state,province"	"état,province"
"4449"	"239"	"36"	"وهران"	"وهران"	"وَهرَان"	""	"وهران/NOUN_PROP"	""	"وهر"	"فَعْلان"	"s"	"m"	"neutral"	"Oran"	"Oran"
"4450"	"239"	"37"	"قاع"	"قاع"	"الكُل"	""	"قاع/NOUN"	"(null)/CASE_DEF_GEN"	"none"	"none"	"s"	"m"	"neutral"	"all"	"tout"
"4451"	"240"	"1"	"ايا"	"ايا"	"ثُمَّ"	""	"ايا/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"then,afterwards,next,moreover"
"4452"	"240"	"2"	"قاله"	"قاله"	"قالَ"	""	"قال/PV"	"(null)/PVSUFF_SUBJ:3MS+ه/PVSUFF_DO:3MS"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"said"	"dis"
"4453"	"240"	"3"	"انا"	"انا"	"انا"	""	"انا/PRON_1S"	""	"none"	"none"	"s"	"u"	"neutral"	"me"	"moi"
"4454"	"240"	"4"	"معلبلايش"	"معلباليش"	"ماأَعْرِف"	"m/NEG_PART+El/PREP"	"بال/NOUN_ABSTRACT"	"ي/POSS_PRON+ش/NEG_PART"	"بال"	"فَعْل"	"s"	"m"	"neutral"	"know"	"connaître"
"4455"	"240"	"5"	"بلي"	"بلي"	"بأَنك"	"b/PREP"	"لي/DEM_PRON_MS"	""	"none"	"none"	"na"	"na"	"neutral"	"that"	"que"
"4456"	"240"	"6"	"راه"	"راه"	"إِنّه"	""	"راه/PRESENT_PART"	""	"none"	"none"	"na"	"na"	"neutral"	"is"	"est"
"4457"	"240"	"7"	"صاري"	"صاري"	"يَحْذُثُ"	""	"صار/ANNUL_PART"	"ي/POSS_PRON"	"صير"	"فعَل - يفعِل"	"na"	"na"	"neutral"	"happen"	"se_passer"
"4458"	"240"	"8"	"قاع"	"قاع"	"الكُل"	""	"قاع/NOUN"	"(null)/CASE_DEF_GEN"	"none"	"none"	"s"	"m"	"neutral"	"all"	"tout"
"4459"	"240"	"9"	"هاد"	"هاد"	"هذَا"	""	"هاد/DEM_PRON"	"(null)/CASE_INDEF_GEN"	"none"	"none"	"s"	"m"	"neutral"	"this"	"ce"
"4460"	"240"	"10"	"شي"	"شي"	"شَيْء"	""	"شي/NOUN"	"(null)/CASE_INDEF_NOM"	"شيء"	"فَعْل"	"s"	"m"	"positive"	"something,_thing"	"quelque_chose,_chose"
"4461"	"240"	"11"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"4462"	"240"	"12"	"راهم"	"راهم"	"إنَّهم"	""	"را/PRESENT_PART"	"هم/POSS_PRON"	"none"	"none"	"sp"	"m"	"neutral"	"they_are"	"il_sont"
"4463"	"240"	"13"	"غابنينك"	"غابنينك"	"خَدَعَ"	""	"غابن/NOUN_ACTIVE_PART"	"ين/NSUFF_MASC_PL_NOM+ك/POSS_PRON"	"غبن"	"فعَل - يفعِل"	"sp"	"m"	"neutral"	"deceive"	"tromper"
"4464"	"240"	"14"	"دروك"	"دروك"	"الآن"	""	"دروك/NOUN_TIME_PLACE"	""	"none"	"none"	"na"	"na"	"neutral"	"now,at_this_moment"	"maintenant,_en_ce_moment"
"4465"	"240"	"15"	"دوك"	"دوك"	"سَوْفَ"	""	"دوك/FUTUR_PART"	""	"none"	"none"	"na"	"na"	"neutral"	"will"	"va"
"4466"	"240"	"16"	"نشوفلك"	"نشوفلك"	"رَأَى"	"n/IV1S"	"شوف/IV"	"(null)/IVSUFF_SUBJ:1S+ل/PREP+ك/POSS_PRON"	"شوف"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"see"	"voir"
"4467"	"240"	"17"	"اهدرمع"	"اهدر_مع"	""	""	"اهدر_مع/TYPO"	""	"none"	"none"	"na"	"na"	"neutral"	""	"0"
"4468"	"240"	"18"	"دوايين"	"دوايين"	"عَمِيد"	""	"دوايين/FOREIGN"	""	"none"	"none"	"na"	"na"	"neutral"	"dean"	"doyen"
"4469"	"240"	"19"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"4470"	"240"	"20"	"فيس"	"فيس"	"فَايسبُوك"	""	"فيس/NOUN_PROP_FOREIGN"	""	"none"	"none"	"na"	"na"	"neutral"	"facebook"	"facebook"
"4471"	"240"	"21"	"غيكتور"	"غيكتور"	"رئيسالجامعة"	""	"غيكتور/FOREIGN"	""	"none"	"none"	"na"	"na"	"neutral"	"rector"	"recteur"
"4472"	"241"	"1"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"4473"	"241"	"2"	"قالهم"	"قالهم"	"قالَ"	""	"قال/PV"	"(null)/PVSUFF_SUBJ:3MS+هم/PVSUFF_DO:3MP"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"said,_told"	"dire"
"4474"	"241"	"3"	"لي"	"لي"	"الّذيالتِّي"	""	"لي/REL_PRON"	""	"none"	"none"	"na"	"na"	"neutral"	"the_one,that"	"celui,_ce"
"4475"	"241"	"4"	"كلاست"	"كلاست"	"مَرْتَبَة"	""	"كلاست/FOREIGN"	""	"none"	"none"	"na"	"na"	"neutral"	"ranked"	"classé"
"4476"	"241"	"5"	"لولا"	"لولا"	"أولى"	"l/DET"	"ولا/NOUN_NUM"	""	"ءول"	"فُعْلى"	"s"	"f"	"neutral"	"first"	"première"
"4477"	"241"	"6"	"دروك"	"دروك"	"الآن"	""	"دروك/NOUN_TIME_PLACE"	""	"none"	"none"	"na"	"na"	"neutral"	"now,at_this_moment"	"maintenant,_en_ce_moment"
"4478"	"241"	"7"	"تحوسوا"	"تحوسوا"	"تَبْحَث"	"t/IV2MP"	"حوس/IV"	"وا/IVSUFF_SUBJ:2MP"	"حوس"	"فعَّل - يفعَّل"	"na"	"na"	"neutral"	"look_for"	"chercher"
"4479"	"241"	"8"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"4480"	"241"	"9"	"تجبدولها"	"تجبدولها"	"وَجَدَ"	"t/IV2MP"	"جبد/IV"	"و/IVSUFF_SUBJ:2MP+ل/PREP+ها/POSS_PRON"	"جبذ"	"فعَل - يفعَل"	"na"	"na"	"neutral"	"find"	"trouver"
"4481"	"241"	"10"	"دوصيي"	"دوصيي"	"مِلَف"	""	"دوصيي/FOREIGN"	""	"none"	"none"	"na"	"na"	"neutral"	"file"	"dossier"
"4482"	"241"	"11"	"تاعها"	"تاعها"	"لِ"	""	"تاع/PREP"	"ها/POSS_PRON"	"none"	"none"	"na"	"na"	"neutral"	""	"of"
"4483"	"241"	"12"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"4484"	"241"	"13"	"لا"	"لا"	"لا"	""	"لا/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	"or"	"ou"
"4485"	"241"	"14"	"بلاصتك"	"بلاصتك"	"مَنْصِب"	""	"بلاصتك/NON_ARABIC"	""	"none"	"none"	"na"	"na"	"neutral"	"position"	"position"
"4486"	"241"	"15"	"طير"	"تطير"	"طَارَ"	"t/IV3FS"	"طير/IV"	""	"طير"	"فعَل - يفعِل"	"na"	"na"	"neutral"	"removed"	"retirer"
"4487"	"242"	"1"	"قتله"	"قتله"	"قال"	""	"قت/PV"	"(null)/PVSUFF_SUBJ:1S+ل/PREP+ه/POSS_PRON_3MS"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	""	"said"
"4488"	"242"	"2"	"مانيش"	"مانيش"	"إِنّني"	"mA/NEG_PART"	"ني/PRESENT_PART"	"ي/POSS_PRON+ش/NEG_PART"	"none"	"none"	"s"	"m"	"neutral"	"not_want"	"ne_veux_pas"
"4489"	"242"	"3"	"باغية"	"باغية"	"رَاغِب"	""	"باغي/NOUN_ACTIVE_PART"	"ة/NSUFF_FEM_SG"	"بغي"	"فاعِل"	"s"	"m"	"neutral"	"want,desire"	"vouloir"
"4490"	"242"	"4"	"نخرج"	"نخرج"	"خَرَجَ"	"n/IV1S"	"خرج/IV"	"(null)/IVSUFF_SUBJ:1S"	"خرج"	"فعَل - يفعِل"	"na"	"na"	"positive"	"go_out,_leave"	"sortir,_partir"
"4491"	"242"	"5"	"حتى"	"حتى"	"حَتَّى"	""	"حتى/PREP"	""	"none"	"none"	"na"	"na"	"neutral"	"until,up_to"	"jusqu'à"
"4492"	"242"	"6"	"نديه"	"نديه"	"أَخَدَ"	"n/IV1S"	"دي/IV"	"(null)/IVSUFF_SUBJ:1S+ه/IVSUFF_DO:3MS"	"ءدي"	"فعَّل - يُفعِّل"	"na"	"na"	"neutral"	"take"	"prendre"
"4493"	"242"	"7"	"عاود"	"عاود"	"عاوَد"	""	"عاود/PV"	"(null)/PV SUFF_SUBJ :3MS"	"عود"	"فعَل - يفعِل"	"na"	"na"	"neutral"	"redo"	"refaire"
"4494"	"242"	"8"	"عيط"	"عيط"	"نَادى"	""	"عيط/PV"	"(null)/IVSUFF_SUBJ: 3MS"	"عيط"	"فعَل - يفعَل"	"na"	"na"	"neutral"	"call_up"	"appeler"
"4495"	"242"	"9"	"قالهم"	"قالهم"	"قالَ"	""	"قال/PV"	"(null)/PVSUFF_SUBJ:3MS+هم/PVSUFF_DO:3MP"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"said,_told"	"dire"
"4496"	"242"	"10"	"متخرجوش"	"متخرجوش"	"يَخْرًج"	"m/NEG_PART+t/IV2MP"	"خرج/IV"	"و/IVSUFF_SUBJ:2MP+ش/NEG_PART"	"خرج"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"go_out,leave"	"sortir"
"4497"	"242"	"11"	"حتى"	"حتى"	"حَتَّى"	""	"حتى/PREP"	""	"none"	"none"	"na"	"na"	"neutral"	"until,up_to"	"jusqu'à"
"4498"	"242"	"12"	"تلقوه"	"تلقوه"	"لَقِيَ"	"t/IV2MP"	"لق/IV"	"و/IVSUFF_SUBJ:2MP+ه/IVSUFF_DO:3MS"	"لقي"	"فعَل - يفعَل"	"na"	"na"	"neutral"	"find"	"trouver"
"4499"	"242"	"13"	"اني"	"اني"	"إِنّني"	""	"ان/PRESENT_PART"	"ي/POSS_PRON"	"none"	"none"	"s"	"m"	"neutral"	"i_am"	"je_suis"
"4500"	"242"	"14"	"نقارع"	"نقارع"	"أنْتَظِر"	"n/IV1S"	"قارع/IV"	"(null)/IVSUFF_SUBJ:1S"	"قرع"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"wait"	"attendre"
"4501"	"242"	"15"	"حق"	"حق"	"حَقّ"	""	"حق/GERUND"	"(null)/CASE_DEF_GEN"	"حقق"	"فَعْل"	"s"	"m"	"neutral"	"truth,_right"	"vérité,_droit"
"4502"	"242"	"16"	"وقف"	"وقف"	"وَقَف"	""	"وقف/PV"	"(null)/PVSUFF_SUBJ:3MS"	"وقف"	"فعَل - يفعِل"	"na"	"na"	"positive"	"stand"	"supporter"
"4503"	"242"	"17"	"معانا"	"معانا"	"مَعَ"	""	"معا/PREP"	"نا/POSS_PRON_1P"	"none"	"none"	"na"	"na"	"neutral"	"with"	"avec"
"4504"	"242"	"18"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"4505"	"242"	"19"	"فتالي"	"فتالي"	"الأخير"	"f/PREP"	"تالي/NOUN_ACTIVE_PART"	"(null)/CASE_INDEF_(ACC_GEN)"	"تلو"	"فَاعِل"	"s"	"m"	"neutral"	"lastly"	"en_dernier"
"4506"	"242"	"20"	"وين"	"وين"	"أَيْنَ"	""	"وين/INTERROG_PART"	""	"none"	"none"	"s"	"m"	"neutral"	""	"where"
"4507"	"242"	"21"	"لقاوه"	"لقاوه"	"عَثَرَ"	""	"لقا/PV"	"و/PVSUFF_SUBJ:3MP+ه/PVSUFF_DO:3MS"	"لقي"	"فعَل - يفعَل"	"na"	"na"	"neutral"	""	"find"
"4508"	"242"	"22"	"قايسينهلي"	"قايسينه_لي"	"قَائِسِين"	""	"قايس/NOUN_ACTIVE_PART"	"ين/NSUFF_MASC_PL_NOM+ه/PRON_3MS+ل/PREP+ي/POSS_PRON"	"قوس"	"فَاعِل"	"bp"	"m"	"negative"	"thrown"	"jeté"
"4509"	"242"	"23"	"فالأرشيف"	"فالأرشيف"	"أَرْشِيف"	"f/PREP+Al/DET"	"أرشيف/NOUN_CONCRETE"	""	"none"	"none"	"s"	"m"	"neutral"	"archive"	"archiver"
"4510"	"242"	"24"	"فغبرة"	"فغبرة"	"غُبَار"	"f/PREP"	"غبر/GERUND"	"ة/NSUFF_FEM_SG"	"غبر"	"فَعْلَة"	"s"	"f"	"negative"	"dust"	"poussière"
