sample_id	cefr	domain	topic	arabic	latin	ko	en	source_locator	reviewer_id	oran_native_confirmed	rating	suggested_arabic	comment	reviewed_at
ODC-000058	A1	food_shopping	food and shopping	وي صاحبي ايا نروحو ناكلو اني ميت بجوع . وي منسيتكش نتلاقو عند هداك قنت على زوج	wy sa7by aya nrw7w naklw any myt bjw3 . wy mnsytkch ntla9w 3nd hdak 9nt 3la zwj	친구야, 가서 먹자. 나 배고파 죽겠어. 너를 잊지 않았어. 두 시에 그곳에서 만나자.	Let us go eat, my friend; I am starving. I have not forgotten you; let us meet at that place at two.	MADOran_Sentences.tsv:Sentno=304	ORAN_R2					
ODC-000059	A1	food_shopping	food and shopping	و ترمي تشيشة انا ندير يا ربي فنجان صغير .	w trmy tchycha ana ndyr ya rby fnjan sghyr .	티치샤를 넣어. 나는 작은 컵 하나 정도를 넣어.	Add the tchicha; I use about one small cup.	MADOran_Sentences.tsv:Sentno=380	ORAN_R2					
ODC-000060	A1	food_shopping	food and shopping	مالكم ما تاكلوش مملحات بدون كريمة اللي درتهم تع ام وليد .	malkm ma taklwch mml7at bdwn kryma ally drthm t3 am wlyd .	움 왈리드식 크림 없는 짭짤한 페이스트리를 왜 안 먹어?	Why aren’t you eating the savory pastries without cream, the ones from Oum Walid?	MADOran_Sentences.tsv:Sentno=1245	ORAN_R2					
ODC-000061	A2	food_shopping	food and shopping	نوجدوا لهم بركوكس و ليموناد و ما تقنة حلوة و قاطو و قهوة و لتاي و نحطوهم لناس معروضين و نفوتوها بالهدرة تقصارو غي ضحك قاع ديك لعشية .	nwjdwa lhm brkwks w lymwnad w ma t9na 7lwa w 9atw w 9hwa w ltay w n7twhm lnas m3rwdyn w nfwtwha balhdra t9sarw ghy d7k 9a3 dyk l3chya .	손님을 위해 베르쿠스, 레모네이드, 과자, 케이크, 커피와 차를 준비하고 오후를 이야기와 웃음으로 보낼 거야.	We will prepare berkoukes, lemonade, sweets, cake, coffee, and tea for the guests and spend the afternoon chatting and laughing.	MADOran_Sentences.tsv:Sentno=109	ORAN_R2					
ODC-000062	A2	food_shopping	food and shopping	وي سعاد شركي دايرة فيها كاش عيد ? يا ودي العيد راه غير هو انا شريت سروال جينز و 2 تع لي بودي شابين باقيلي غي الصباط غادي نطلع للبلاد ولا لشوبو باه نشري شا قلتي راهم غاليين ولا لا ?	wy s3ad chrky dayra fyha kach 3yd ? ya wdy al3yd rah ghyr hw ana chryt srwal jynz w 2 t3 ly bwdy chabyn ba9yly ghy alsbat ghady ntl3 llblad wla lchwbw bah nchry cha 9lty rahm ghalyyn wla la ?	명절에 뭐 샀어? 나는 청바지와 예쁜 바디수트 두 개를 샀고 아직 신발이 필요해서 쇼핑하러 갈 거야.	Did you buy anything for the holiday? I bought jeans and two nice bodysuits; I still need shoes and will go shopping.	MADOran_Sentences.tsv:Sentno=148	ORAN_R2					
ODC-000063	A2	food_shopping	food and shopping	حاجا فور اه ? حاجة تري بنينة ? سيرتو مدبل و لا سينيي خضر فوق نار و دمر اه خويا مرمد بفرينة حاجة مامي حاجة تفوت وحدها سيرتو اون صوص تومات	7aja fwr ah ? 7aja try bnyna ? syrtw mdbl w la synyy khdr fw9 nar w dmr ah khwya mrmd bfryna 7aja mamy 7aja tfwt w7dha syrtw awn sws twmat	좋아? 맛있어? 특히 불에 굽고 밀가루를 입힌 것, 특히 토마토소스를 곁들인 것이 좋아.	Is it good? Is it tasty? Especially when it is grilled over a fire and covered with flour, especially with tomato sauce.	MADOran_Sentences.tsv:Sentno=199	ORAN_R2					
ODC-000064	A2	food_shopping	food and shopping	رانا رايحيين لمرشي نديرو قضيان تاعنا و غادي نزيدو بارح سيد الله يبارك يعطيه الصحة شرالنا كبش دبحه و قطعه و وجدهلنا و جابهلنا مشاء الله كاين واحد تاني دونتور جابلنا دجاج الله يبارك يكتر خيره .	rana ray7yyn lmrchy ndyrw 9dyan ta3na w ghady nzydw bar7 syd allh ybark y3tyh als7a chralna kbch db7h w 9t3h w wjdhlna w jabhlna mcha2 allh kayn wa7d tany dwntwr jablna djaj allh ybark yktr khyrh .	우리는 장을 보러 시장에 가고 있어. 한 사람이 양을 사서 잡고 잘라 손질해 주었고, 다른 사람이 닭고기를 가져왔어.	We are going to the market to do our shopping. A man bought us a lamb, slaughtered it, cut it up, prepared it, and another person brought us chicken.	MADOran_Sentences.tsv:Sentno=640	ORAN_R2					
ODC-000065	A2	food_shopping	food and shopping	مهم كي يروح لدار يدخل جيعان متوحش لماكلا تاع دار يفطر و يتقهوا ديراكت بلا ميقارع من بعد يخرج يقصر برا مع صحابه يدورو يتقهو	mhm ky yrw7 ldar ydkhl jy3an mtw7ch lmakla ta3 dar yftr w yt9hwa dyrakt bla my9ar3 mn b3d ykhrj y9sr bra m3 s7abh ydwrw yt9hw	그는 집에 가면 배고픈 채로 들어와 집밥을 먹고 커피를 마신 뒤 친구들과 이야기하러 나가.	When he goes home, he enters hungry, eats the home food, has coffee, then goes out to chat with friends.	MADOran_Sentences.tsv:Sentno=338	ORAN_R2					
ODC-000066	A2	food_shopping	food and shopping	كاتقوري 3 هوما صحاب دراهم يبكر صباح يلقا قهوا واجدة لوطو واجدة لاقيها طايبة ميدير والو	kat9wry 3 hwma s7ab drahm ybkr sba7 yl9a 9hwa wajda lwtw wajda la9yha tayba mydyr walw	세 번째 부류는 돈 있는 사람들이야. 일찍 일어나면 커피도 준비돼 있고 차도 준비돼 있어서 아무것도 할 일이 없어.	Category three is wealthy people: they wake up early, find the coffee ready and the car ready, and do nothing.	MADOran_Sentences.tsv:Sentno=340	ORAN_R2					
ODC-000067	A2	food_shopping	food and shopping	سييتي كاش نهار تروحي وين يبيعو سردين شفتي غير توقفي عند سيد لي يبيع كيفاش تتمشى ريحة تقتل بصح بصح بعد مدة توالفها و كي تزيدي طولي ماغاديش تحسي بيها أصلا	syyty kach nhar trw7y wyn yby3w srdyn chfty ghyr tw9fy 3nd syd ly yby3 kyfach ttmcha ry7a t9tl bs7 bs7 b3d mda twalfha w ky tzydy twly maghadych t7sy byha asla	정어리를 파는 곳에 가면 냄새가 아주 강하지만 시간이 지나면 익숙해져.	If you go where sardines are sold, the smell is very strong, but after a while you get used to it.	MADOran_Sentences.tsv:Sentno=349	ORAN_R2					
ODC-000068	A2	food_shopping	food and shopping	و لو كان تروحي لعند لي يبيعو و تقوليله أعق شا هادي ريحة غادي يقولك تاعش ريحة ? شاركي تقولي ! ! مشكيتش غادي يفهمك أصلا	w lw kan trw7y l3nd ly yby3w w t9wlylh a39 cha hady ry7a ghady y9wlk ta3ch ry7a ? charky t9wly ! ! mchkytch ghady yfhmk asla	생선 장수에게 냄새가 이상하다고 말해도 그는 네 말을 이해하지 못할 수 있어.	If you tell the fish seller that the smell is strange, he may not understand you.	MADOran_Sentences.tsv:Sentno=350	ORAN_R2					
ODC-000069	A2	food_shopping	food and shopping	سلام و عليكم ختي مرحبا بيكم معايا في وصفة جديدة ليوم نشاء الله جبتلكم طبق بزاف نبغوه قاع حنا جزايريين من شرق للغرب و من شمال لجنوب .	slam w 3lykm khty mr7ba bykm m3aya fy wsfa jdyda lywm ncha2 allh jbtlkm tb9 bzaf nbghwh 9a3 7na jzayryyn mn chr9 llghrb w mn chmal ljnwb .	새 요리법에 오신 것을 환영해. 오늘은 모든 알제리 사람이 좋아하는 음식을 가져왔어.	Welcome to a new recipe. Today I brought a dish that all Algerians love.	MADOran_Sentences.tsv:Sentno=363	ORAN_R2					
ODC-000070	A2	food_shopping	food and shopping	ثوم درت صنيفة تكون كبيرة درت زوج حبات كروطة نقيتهم وقطعتهم مورصيات صغار طماطيس و كرافس راه سيزون تاعه و مليح بزاف طيبو بيه باسكو فيه فايدة كبيرة	thwm drt snyfa tkwn kbyra drt zwj 7bat krwta n9ythm w9t3thm mwrsyat sghar tmatys w krafs rah syzwn ta3h w mly7 bzaf tybw byh baskw fyh fayda kbyra	당근 두 개와 토마토, 셀러리를 씻어 작은 조각으로 잘랐어. 셀러리는 제철이고 유용해.	I cleaned and cut two carrots, tomatoes, and celery into small pieces; celery is in season and useful.	MADOran_Sentences.tsv:Sentno=367	ORAN_R2					
ODC-000071	A2	food_shopping	food and shopping	هايلة خصرة تاعنا أخواتي مننساوش نديرو شوية تع ملح و نزيدو معها مغرف تع ماكلة طماطيس كونسوتري نحطو كلشي فوق نار ينقلى و نولو .	hayla khsra ta3na akhwaty mnnsawch ndyrw chwya t3 ml7 w nzydw m3ha mghrf t3 makla tmatys kwnswtry n7tw klchy fw9 nar yn9la w nwlw .	이건 우리 맛있는 채소 요리야. 소금과 토마토 페이스트 한 숟가락을 넣고 모두 불에 올려 볶아.	This is our nice vegetable dish. Add salt and a spoon of tomato concentrate, put everything on the heat, and fry it.	MADOran_Sentences.tsv:Sentno=369	ORAN_R2					
ODC-000072	A2	food_shopping	food and shopping	جابولنا جلبان بطاطا لي زاليمون نتأمنش عقلك و دروك نروحو نشرو و نجيبو غير شا خصنا باش نبدو نطيبو و نوجدو للمساكين فقارى	jabwlna jlban btata ly zalymwn ntamnch 39lk w drwk nrw7w nchrw w njybw ghyr cha khsna bach nbdw ntybw w nwjdw llmsakyn f9ara	완두콩과 감자를 가져다줬어. 이제 필요한 것만 더 사 와서 요리를 시작하고 어려운 사람들을 위한 음식을 준비할 거야.	They brought us peas and potatoes. Now we’ll go buy whatever else we need so we can start cooking and prepare food for poor people in need.	MADOran_Sentences.tsv:Sentno=641	ORAN_R2					
ODC-000073	A1	body_health	body and health	أنت راك باغي تهدر و انا معنديش وقت راسي راه دارني مل قراية .	ant rak baghy thdr w ana m3ndych w9t rasy rah darny ml 9raya .	너는 이야기하고 싶지만 나는 시간이 없어. 공부 때문에 머리가 아파.	You want to talk, but I have no time; my head hurts from studying.	MADOran_Sentences.tsv:Sentno=181	ORAN_R2					
ODC-000074	A1	body_health	body and health	متتقلقيش مكانش مشكل .	mtt9l9ych mkanch mchkl .	걱정하지 마. 문제없어.	Don't worry; there is no problem.	MADOran_Sentences.tsv:Sentno=293	ORAN_R2					
ODC-000075	A1	body_health	body and health	تبردنا بداك لاكريم انا بغيت اسكيمو ليم و كملنا طريق وصلنا لدار عيانين كاو دوشنا و رقدنا .	tbrdna bdak lakrym ana bghyt askymw lym w kmlna try9 wslna ldar 3yanyn kaw dwchna w r9dna .	우리는 아이스크림을 먹으며 더위를 식히고 길을 계속 갔어. 집에 도착해서 샤워하고 잤어.	We cooled off with ice cream, continued on the road, reached home tired, showered, and slept.	MADOran_Sentences.tsv:Sentno=411	ORAN_R2					
ODC-000076	A1	body_health	body and health	ايا كلاني قلبي قلت نهدر معاه و منبعد قلت شدخلني دوك يقول كاش واحد يهدر معاه ما نربحش عيب	aya klany 9lby 9lt nhdr m3ah w mnb3d 9lt chdkhlny dwk y9wl kach wa7d yhdr m3ah ma nrb7ch 3yb	마음이 불편해서 그에게 말할까 했지만, 나와 상관없는 일이라고 생각했어.	My heart bothered me, so I thought of talking to him; then I decided it was none of my business.	MADOran_Sentences.tsv:Sentno=522	ORAN_R2					
ODC-000077	A1	body_health	body and health	هو ليام ناقصة من عمري و انا نعد فيها . ليام معنتها خص نحبسو نخمو فمستقبل ف لافونيغ لي راها لي غادي تجي لينا خصنا نعيشو حياتنا من دروك	hw lyam na9sa mn 3mry w ana n3d fyha . lyam m3ntha khs n7bsw nkhmw fmst9bl f lafwnygh ly raha ly ghady tjy lyna khsna n3ychw 7yatna mn drwk	날들을 세는 동안 내 삶이 줄어드는 것 같아. 이제 미래 생각은 그만하고 지금부터 우리의 삶을 살아야 해.	The days are taking from my life while I count them. We need to stop thinking about the future and live our lives from now.	MADOran_Sentences.tsv:Sentno=583	ORAN_R2					
ODC-000078	A1	body_health	body and health	ما تتعراش و نتا عرقان و متشربش ماء و نتا عرقان و متكسلش كرعيك وسط جماعة , و ما متوكلش ولادك وسط جماعة .	ma tt3rach w nta 3r9an w mtchrbch ma2 w nta 3r9an w mtkslch kr3yk wst jma3a , w ma mtwklch wladk wst jma3a .	땀을 흘릴 때 옷을 벗지 말고, 땀을 흘릴 때 물을 마시지도 마. 사람들 사이에서 다리를 뻗지 말고, 아이들에게 사람들 앞에서 먹이지도 마.	Do not take off your clothes while you are sweating, do not drink water while sweating, do not stretch your legs out among people, and do not feed your children among people.	MADOran_Sentences.tsv:Sentno=720	ORAN_R2					
ODC-000079	A1	body_health	body and health	ولدي بيت الما وين الله يحفظ . راه لهيها حاجا كاين ما باش نستجا . واه جا غير شوية هاك الما حاجا . صحا ولدي .	wldy byt alma wyn allh y7fz . rah lhyha 7aja kayn ma bach nstja . wah ja ghyr chwya hak alma 7aja . s7a wldy .	얘야, 물이 어디 있어? 하느님이 지켜 주시길. 저쪽에 있어. 씻을 물이 있어. 그래, 물이 조금밖에 없네.	My son, where is the water? God protect you. It is over there; there is water for me to wash. Yes, there is only a little water.	MADOran_Sentences.tsv:Sentno=1341	ORAN_R2					
ODC-000080	A1	body_health	body and health	واه عندك صح نتا تعرف كلشي . مكانش حاجا ناكلوها اني ميت بالجوع .	wah 3ndk s7 nta t3rf klchy . mkanch 7aja naklwha any myt baljw3 .	응, 네 말이 맞아. 너는 모든 것을 알고 있어. 먹을 것이 없어서 배가 너무 고파.	Yes, you are right; you know everything. There is nothing to eat, and I am starving.	MADOran_Sentences.tsv:Sentno=924	ORAN_R2					
ODC-000081	A1	body_health	body and health	ايا خويا راحله خاطش سيد تاح في واد ايا تسما قعد يدور غي فبلاصته و يجبده ماء حتى سلكه خويا و خرجه و حماية مدنية جات داروله تنفس اصطناعي باش يرجعوله روح باسكو سيد تغاشى قلعوله ماء الي كان فيه حتى ولتله روح و فطن لبسوله قشه و داوه .	aya khwya ra7lh khatch syd ta7 fy wad aya tsma 93d ydwr ghy fblasth w yjbdh ma2 7ta slkh khwya w khrjh w 7maya mdnya jat darwlh tnfs astna3y bach yrj3wlh rw7 baskw syd tghacha 9l3wlh ma2 aly kan fyh 7ta wltlh rw7 w ftn lbswlh 9chh w dawh .	한 남자가 강에 빠져 동생이 구조할 때까지 그 자리에서 계속 허우적거렸어. 민방위 구조대가 와서 인공호흡을 하고 그를 데려갔어.	A man fell into a river and kept struggling in place until my brother rescued him. Civil Protection arrived, performed artificial respiration, and took him away.	MADOran_Sentences.tsv:Sentno=407	ORAN_R2					
ODC-000082	A1	body_health	body and health	راكي سير غير بارح ماتت له وحدة داخل . دخل يدير لها بارسيون غير من راسه باش يقلعلها مرارة قلعلها كلوة . في البلاص . الله يعاونك ختي . بسلامة مدام .	raky syr ghyr bar7 matt lh w7da dakhl . dkhl ydyr lha barsywn ghyr mn rash bach y9l3lha mrara 9l3lha klwa . fy alblas . allh y3awnk khty . bslama mdam .	어제 한 여성이 안에서 숨졌어. 의사가 수술하러 들어가 현장에서 담낭과 신장을 제거했어.	Yesterday, a woman died inside. The doctor went in to perform surgery and removed her gallbladder and kidney on the spot.	MADOran_Sentences.tsv:Sentno=1354	ORAN_R2					
ODC-000083	A1	body_health	body and health	قلبي ما راه مهنيني روح شوفلي بنتي . أرواح هنا اي .	9lby ma rah mhnyny rw7 chwfly bnty . arwa7 hna ay .	마음이 놓이지 않아. 가서 내 딸을 확인해 줘.	My heart is not at ease; go and check on my daughter.	MADOran_Sentences.tsv:Sentno=1052	ORAN_R2					
ODC-000084	A1	body_health	body and health	واه ختي جعت ما قديتش ركز و أنا كرشي خاوية الله يحفظ و يستر شا تبلع .	wah khty j3t ma 9dytch rkz w ana krchy khawya allh y7fz w ystr cha tbl3 .	배가 고파서 집중할 수가 없어. 배가 텅 비었어.	I am hungry and cannot concentrate because my stomach is empty.	MADOran_Sentences.tsv:Sentno=1307	ORAN_R2					
ODC-000085	A2	body_health	body and health	هو غلط حسب روحه عوام بورتون كان مهلك وعلام كان حمر مي مزية شفناه و خويا سلكه و فاتت على خير ولينا عمنا غي فشط تكلما بحر قاع	hw ghlt 7sb rw7h 3wam bwrtwn kan mhlk w3lam kan 7mr my mzya chfnah w khwya slkh w fatt 3la khyr wlyna 3mna ghy fcht tklma b7r 9a3	그는 상황을 잘못 판단하고 자신이 수영을 잘한다고 생각했어. 바다는 거칠었고 빨간 깃발이 올라와 있었지만, 다행히 우리가 그를 발견했고 내 동생이 구조해서 무사히 끝났어.	He misjudged it and thought he was a good swimmer. The sea was rough and the flag was red, but luckily we saw him and my brother rescued him; everything ended well.	MADOran_Sentences.tsv:Sentno=408	ORAN_R2					
ODC-000086	A2	body_health	body and health	كي دخلنا رانا نعومو حتى نشوفو واحد يتخبط فماء و يقول سلكوني ايا قلت لخويا عندك راه يختر غادي يغرق حمبوك روح شوفه	ky dkhlna rana n3wmw 7ta nchwfw wa7d ytkhbt fma2 w y9wl slkwny aya 9lt lkhwya 3ndk rah ykhtr ghady yghr9 7mbwk rw7 chwfh	물에 들어가 수영하다가 누군가 물에서 허우적거리며 도와 달라고 외치는 것을 봤어. 익사할 수도 있으니 동생에게 가서 도우라고 했어.	When we went in, we swam until we saw someone struggling in the water and shouting for help. I told my brother to go help him because he might drown.	MADOran_Sentences.tsv:Sentno=406	ORAN_R2					
ODC-000087	A2	body_health	body and health	كرينا باغاصول و كراسى و ريحنا مجاتنش ندخلو ديراكت قابلنا بحرو فطرنا وزدنا قصرنا باش تهود ماكلة	kryna baghaswl w krasa w ry7na mjatnch ndkhlw dyrakt 9ablna b7rw ftrna wzdna 9srna bach thwd makla	파라솔과 의자를 빌려 쉬었어. 바로 물에 들어가지 않고 바다를 바라보며 밥을 먹고, 소화가 되도록 잠시 쉬었어.	We rented a parasol and chairs and rested. We did not go into the water right away; we sat facing the sea, ate, and stayed a while so the food could settle.	MADOran_Sentences.tsv:Sentno=405	ORAN_R2					
ODC-000088	A2	body_health	body and health	باسكو نستاهل قريت و عييت ايا ولينا لدار مضمرين رفعت يدي و قلت يا ربي ادا فيها خير كتبهالي و انا ندير لي عليا	baskw nstahl 9ryt w 3yyt aya wlyna ldar mdmryn rf3t ydy w 9lt ya rby ada fyha khyr ktbhaly w ana ndyr ly 3lya	공부하고 지쳐서 우리는 녹초가 된 채 집에 갔어. 나는 손을 들고 기도했어. 좋은 일이라면 내게 이루어지게 해 달라고, 나도 내가 할 일을 하겠다고.	I studied and got tired, then we went home exhausted. I raised my hand and prayed: if it is good, let it be written for me, and I will do my part.	MADOran_Sentences.tsv:Sentno=251	ORAN_R2					
ODC-000089	A2	body_health	body and health	أنا شيرة في عمري خمسا وعشرين عام زدت قبل الوقت ه ست شهر و نص حاشاكم ماما ما خلاتنيش ف السبيطار خاطرش خافت ما يتهلوش فيا سما خرجتني معاها للدار و كبرتني هي و جدتي الله يرحمها	ana chyra fy 3mry khmsa w3chryn 3am zdt 9bl alw9t h st chhr w ns 7achakm mama ma khlatnych f alsbytar khatrch khaft ma ythlwch fya sma khrjtny m3aha lldar w kbrtny hy w jdty allh yr7mha	나는 스물다섯 살 여자야. 임신 6개월 반 만에 미숙아로 태어났어. 어머니는 병원에서 나를 잘 돌보지 못할까 봐 집으로 데려왔고, 어머니와 할머니가 나를 키웠어.	I am a twenty-five-year-old woman. I was born prematurely at six and a half months. My mother took me home because she feared the hospital would not care for me, and she and my grandmother raised me.	MADOran_Sentences.tsv:Sentno=343	ORAN_R2					
ODC-000090	A2	body_health	body and health	خطرة ماما كانت رايحة لطبيب حنا كنا نسكنو في كازيرنا تاع لي جونداغم كنت صغيرة و كان عندي وحد 7 سنين هكا	khtra mama kant ray7a ltbyb 7na kna nsknw fy kazyrna ta3 ly jwndaghm knt sghyra w kan 3ndy w7d 7 snyn hka	한번은 어머니가 의사에게 가고 있었어. 우리는 헌병대 숙소에 살았고 나는 일곱 살쯤이었어.	Once my mother was going to the doctor. We lived in a gendarmerie barracks; I was about seven years old.	MADOran_Sentences.tsv:Sentno=357	ORAN_R2					
ODC-000091	A2	body_health	body and health	ما تشربش بالواقف , وجهك نقيه ماتدري واش تلاقي بيه و لي فاتك بالزين فوته بالتبسيمة ولي فاتك بالصيغة فوته بالسياسة , و لي فاتك بالمال فوته بالقناعة .	ma tchrbch balwa9f , wjhk n9yh matdry wach tla9y byh w ly fatk balzyn fwth baltbsyma wly fatk balsygha fwth balsyasa , w ly fatk balmal fwth bal9na3a .	서서 물을 마시지 마. 얼굴을 깨끗이 씻고, 사람들 사이에 발을 넣지 마.	Do not drink while standing. Clean your face, and do not put your feet in the middle of a crowd.	MADOran_Sentences.tsv:Sentno=721	ORAN_R2					
ODC-000092	A2	body_health	body and health	ديجا هاد جمعية متخصة في نشاطات إنسانية كيما زيارة مرضى الي يتبروعو بدم . إفطار صاى ءم في رمضان يشرو قش عيد اللي ميعيدوش يعاونوهم و تاني كبش عيد في عيد كبير و قش دخلة لبزوز لي يدخلو يقرو تاني في سبتومبر .	dyja had jm3ya mtkhsa fy nchatat insanya kyma zyara mrda aly ytbrw3w bdm . iftar saa 2m fy rmdan ychrw 9ch 3yd ally my3ydwch y3awnwhm w tany kbch 3yd fy 3yd kbyr w 9ch dkhla lbzwz ly ydkhlw y9rw tany fy sbtwmbr .	이 단체는 환자 방문과 헌혈 같은 인도적 활동을 전문으로 해. 라마단에는 금식하는 사람들에게 식사를 제공하고 도움이 필요한 사람들을 도와.	This association specializes in humanitarian activities such as visiting patients and donating blood. It also provides iftar meals in Ramadan and helps people in need.	MADOran_Sentences.tsv:Sentno=642	ORAN_R2					
ODC-000093	A2	body_health	body and health	حوجيانا شوف شا صرالها قلبي راه دم . راني نهدر معاك . روحلي شوفلي بنتي . مانيش خدام ليوم .	7wjyana chwf cha sralha 9lby rah dm . rany nhdr m3ak . rw7ly chwfly bnty . manych khdam lywm .	세상에, 그녀에게 무슨 일이 생긴 거야. 마음이 너무 아파. 가서 내 딸을 확인해 줘. 오늘은 일하지 않아.	Oh my God, look what happened to her; my heart is bleeding. Go and check on my daughter. I am not working today.	MADOran_Sentences.tsv:Sentno=1050	ORAN_R2					
ODC-000094	A2	body_health	body and health	محمد ديقوردي ما تخافش عليه خليه وحده يسلك راسه .	m7md dy9wrdy ma tkhafch 3lyh khlyh w7dh yslk rash .	모하메드를 걱정하지 마. 그를 내버려 두면 스스로 잘 해낼 거야.	Don't worry about Mohamed; leave him alone and he will manage by himself.	MADOran_Sentences.tsv:Sentno=1225	ORAN_R2					
ODC-000095	A2	body_health	body and health	كي ولت عشية لقات خوها يقرعلها طاح فيها بلبونيات حتى نغلها من هداك نهار ولت تساعف وتسقمت و قالتلهم منزيدش نعاود عمر دواد ما يعاود يعطيه حبة فمراود .	ky wlt 3chya l9at khwha y9r3lha ta7 fyha blbwnyat 7ta nghlha mn hdak nhar wlt tsa3f wts9mt w 9altlhm mnzydch n3awd 3mr dwad ma y3awd y3tyh 7ba fmrawd .	저녁이 되자 그녀는 오빠가 문을 두드리는 것을 보았어. 오빠가 화를 내서 그녀가 아팠지만, 그날부터 자신을 돌보며 회복했고 다시는 그러지 않겠다고 말했어.	When evening came, she found her brother knocking. He got upset with her until she became ill; from that day she took care of herself and recovered, and she said she would not do it again.	MADOran_Sentences.tsv:Sentno=213	ORAN_R2					
ODC-000096	A2	body_health	body and health	لا تفضلي مادام . نجي . لا غادي ندخل غير أنا و مريضة . ويزيد يبلع البا في وجهي ادا بات فدار ليوم تحزن عليا ما . سلام مدام باغي تفوتي ? واه بصح ليوم ? واه صحا غادي نعطيك غير كونساي مدام ادا بغيتي ديري عليا ما تفوتيش عنده ما راهش كيما بكري طاحوله . معليش ختي غير ديري لي رونديفو .	la tfdly madam . njy . la ghady ndkhl ghyr ana w mryda . wyzyd ybl3 alba fy wjhy ada bat fdar lywm t7zn 3lya ma . slam mdam baghy tfwty ? wah bs7 lywm ? wah s7a ghady n3tyk ghyr kwnsay mdam ada bghyty dyry 3lya ma tfwtych 3ndh ma rahch kyma bkry ta7wlh . m3lych khty ghyr dyry ly rwndyfw .	먼저 들어가세요, 부인. 곧 갈게요. 아니요, 아픈 여자와 저만 들어갈 거예요. 원하면 그 사람과 약속을 잡으세요. 그는 예전 같지 않아요. 괜찮아요, 언니. 그냥 진료 예약을 하세요.	Please go ahead, ma’am. I’ll come. No, only the sick woman and I will go in. If you want, make an appointment with him; he is not like before. It’s okay, sister, just make an appointment.	MADOran_Sentences.tsv:Sentno=1352	ORAN_R2					
ODC-000097	A1	school_work	school and work	تع شا غادي يخرجوا منها هاد جامعة غير مخاخ باينة غادي تخرجي حاجا كبيرة نتيا .	t3 cha ghady ykhrjwa mnha had jam3a ghyr mkhakh bayna ghady tkhrjy 7aja kbyra ntya .	그래서 이 대학에서는 어떤 인재들이 나와? 이곳에는 뛰어난 사람들만 있는 것 같아. 너도 훌륭한 사람이 될 게 분명해.	So what comes out of this university? It is full of geniuses; it is clear that you will become someone important.	MADOran_Sentences.tsv:Sentno=154	ORAN_R2					
ODC-000098	A1	school_work	school and work	حق استقبلتنا 7 بيبان باش وصلنا و حكينالها قلنالها رانا باغيين غي دوصيي رسلوه	79 ast9bltna 7 byban bach wslna w 7kynalha 9lnalha rana baghyyn ghy dwsyy rslwh	그녀는 우리가 그녀에게 가기 위해 일곱 개의 문을 지나온 뒤 우리를 맞아 주었어. 우리는 그녀에게 서류만 보내 달라고 말했어.	She received us after we had gone through seven doors to reach her. We told her that we only wanted the dossier sent.	MADOran_Sentences.tsv:Sentno=255	ORAN_R2					
ODC-000099	A1	school_work	school and work	في الجامعة جزايرية كاين 7 أنواع من الطلبة ,	fy aljam3a jzayrya kayn 7 anwa3 mn altlba ,	알제리 대학교에는 학생 유형이 7가지 있어.	There are seven types of students at an Algerian university.	MADOran_Sentences.tsv:Sentno=731	ORAN_R2					
ODC-000100	A1	school_work	school and work	مشي مشكل استاد مشي مشكل . بارك الله فيك و كوراج سيرتو . ميرسي ربي معاك انشاء الله .	mchy mchkl astad mchy mchkl . bark allh fyk w kwraj syrtw . myrsy rby m3ak ancha2 allh .	문제없어요, 교수님. 문제없어요. 감사합니다. 특히 행운을 빌어요. 고마워요. 하느님이 함께하시길 바라요.	No problem, professor. No problem. Thank you, and good luck, especially. Thank you; may God be with you.	MADOran_Sentences.tsv:Sentno=783	ORAN_R2					
ODC-000101	A2	school_work	school and work	و تراديكسبون مترجمة قاع غولوفي تع لي نوت بلأونقلي و مخلصة عليها دم فوادي تع دراهم و تقولي معنديش	w tradyksbwn mtrjma 9a3 ghwlwfy t3 ly nwt blawn9ly w mkhlsa 3lyha dm fwady t3 drahm w t9wly m3ndych	성적 관련 서류를 전부 영어로 번역했고 번역비도 큰돈을 냈는데, 이제 그게 없다고 하잖아.	All the grade records were translated into English, and I paid a fortune for the translation, but you tell me you do not have it.	MADOran_Sentences.tsv:Sentno=229	ORAN_R2					
ODC-000102	A1	school_work	school and work	روح تخدم ولدي روح .	rw7 tkhdm wldy rw7 .	일하러 가, 얘야. 가.	Go to work, my son, go.	MADOran_Sentences.tsv:Sentno=872	ORAN_R2					
ODC-000103	A1	school_work	school and work	و نتيا علاه جيتي شا دخلك ? مشفتيش كيفاه كان يهدر معانا . ارجعي لخدمتك أيا .	w ntya 3lah jyty cha dkhlk ? mchftych kyfah kan yhdr m3ana . arj3y lkhdmtk aya .	너는 왜 왔어? 네가 상관할 일이 아니야. 그가 우리에게 어떻게 말했는지 못 봤어? 이제 네 일로 돌아가.	Why did you come? It is none of your business. Didn't you see how he was speaking to us? Now go back to your work.	MADOran_Sentences.tsv:Sentno=880	ORAN_R2					
